brand,model,generation,modification,base_price
Acura,MDX,I (2000—2006),3.5 4WD AT (240 л.с.),453518.5061728395
Audi,100,C3 (1982—1988),1.8 MT (90 л.с.),79222.4164222874
Audi,100,C3 (1982—1988),1.9 MT (100 л.с.),77458.68831168831
Audi,100,C4 (1990—1994),2.0 MT (115 л.с.),157921.09683794467
Audi,100,C4 (1990—1994),2.2 quattro MT (230 л.с.),515923.03846153844
Audi,100,C4 (1990—1994),2.3 MT (133 л.с.),151548.72727272726
Audi,100,C4 (1990—1994),2.8 MT (174 л.с.),156245.5132743363
Audi,80,B3 (1986—1991),1.8 MT (75 л.с.),90556.0585106383
Audi,80,B3 (1986—1991),1.8 MT (88 л.с.),89978.9480874317
Audi,80,B4 (1991—1996),1.9 D MT (90 л.с.),206538.4423076923
Audi,80,B4 (1991—1996),2.0 MT (115 л.с.),164126.83611532624
Audi,80,B4 (1991—1996),2.0 MT (90 л.с.),152483.55594002307
Audi,80,B4 (1991—1996),2.3 MT (133 л.с.),157785.04672897197
Audi,A1,8X (2010—2015),1.4 TFSI S tronic (122 л.с.),826601.3513071896
Audi,A3,8L (1996—2000),1.6 AT (101 л.с.),215545.45454545456
Audi,A3,8L (1996—2000),1.6 MT (101 л.с.),196206.7711864407
Audi,A3,8L (1996—2000),1.8 MT (150 л.с.),242545.45454545456
Audi,A3,8P рестайлинг (2004—2008),1.6 MT (102 л.с.),450933.3
Audi,A3,8P рестайлинг 2 (2008—2013),1.4 TFSI S tronic (125 л.с.),712016.821978022
Audi,A3,8V (2012—2016),1.2 TFSI S tronic (105 л.с.),896615.0930232558
Audi,A3,8V (2012—2016),1.4 TFSI S tronic (122 л.с.),1064209.7704918033
Audi,A3,8V (2012—2016),1.4 TFSI S tronic (125 л.с.),1213985.368338558
Audi,A3,8V рестайлинг (2016—2020),35 TFSI 1.4 S tronic (150 л.с.),1731697.9843260187
Audi,A4,B5 (1994—1999),1.8 MT (125 л.с.),197712.8644918444
Audi,A4,B5 (1994—1999),1.8 MT (150 л.с.),205275.45918367346
Audi,A4,B5 (1994—1999),1.8 MT (180 л.с.),195692.3076923077
Audi,A4,B5 рестайлинг (1999—2001),1.6 MT (101 л.с.),242563.93396226416
Audi,A4,B5 рестайлинг (1999—2001),1.8 AT (150 л.с.),264606.95
Audi,A4,B5 рестайлинг (1999—2001),1.8 MT (125 л.с.),249193.5376344086
Audi,A4,B5 рестайлинг (1999—2001),1.8 MT (150 л.с.),268800.0813953488
Audi,A4,B5 рестайлинг (1999—2001),1.8 quattro AT (170 л.с.),272778.91228070174
Audi,A4,B6 (2000—2006),1.8 MT (163 л.с.),389676.92307692306
Audi,A4,B6 (2000—2006),1.8 MT (170 л.с.),341906.1477272727
Audi,A4,B6 (2000—2006),1.8 quattro Tiptronic (170 л.с.),378197.65679012344
Audi,A4,B6 (2000—2006),2.0 MT (130 л.с.),338572.421686747
Audi,A4,B6 (2000—2006),2.4 Multitronic (170 л.с.),410106.3829787234
Audi,A4,B7 (2004—2009),2.0 MT (130 л.с.),495960.0
Audi,A4,B7 (2004—2009),2.0 Multitronic (150 л.с.),539322.5806451613
Audi,A4,B8 (2007—2011),1.8 TFSI Multitronic (160 л.с.),748115.7050898203
Audi,A4,B8 рестайлинг (2011—2015),1.8 TFSI Multitronic (120 л.с.),1100626.751978892
Audi,A4,B8 рестайлинг (2011—2015),1.8 TFSI Multitronic (170 л.с.),1149364.1395348837
Audi,A4,B9 (2015—2020),35 TFSI 1.4 S tronic (150 л.с.),2008431.4198286415
Audi,A4 Allroad Quattro,B8 (2009—2011),2.0 TFSI quattro S tronic (211 л.с.),1068530.3142857142
Audi,A5,I (2007—2011),1.8 TFSI Multitronic (160 л.с.),897415.4783861672
Audi,A5,I (2007—2011),1.8 TFSI Multitronic (170 л.с.),789953.1100917432
Audi,A5,I (2007—2011),2.0 TFSI Multitronic (180 л.с.),867255.8515283843
Audi,A5,I (2007—2011),3.2 FSI Multitronic (265 л.с.),725190.1818181818
Audi,A5,I рестайлинг (2011—2016),2.0 TFSI quattro S tronic (211 л.с.),1330160.9256594724
Audi,A5,II (2016—2023),40 TDI 2.0 quattro S tronic (190 л.с.),3028898.275362319
Audi,A5,II (2016—2023),45 TFSI 2.0 quattro S tronic (249 л.с.),3014946.6631578947
Audi,A5,II рестайлинг (2019—2023),45 TFSI 2.0 quattro S tronic (249 л.с.),4700216.847368421
Audi,A6,C4 (1994—1997),2.0 AT (115 л.с.),307212.1212121212
Audi,A6,C4 (1994—1997),2.6 AT (150 л.с.),374954.65753424657
Audi,A6,C4 (1994—1997),2.6 quattro MT (150 л.с.),275957.42553191487
Audi,A6,C5 (1997—2001),1.8 MT (150 л.с.),274504.62848297216
Audi,A6,C5 (1997—2001),1.8 Tiptronic (150 л.с.),269713.162962963
Audi,A6,C5 (1997—2001),2.4 MT (165 л.с.),280007.7555012225
Audi,A6,C5 (1997—2001),2.4 Tiptronic (165 л.с.),267346.2583732057
Audi,A6,C5 (1997—2001),2.4 quattro Tiptronic (165 л.с.),290313.991902834
Audi,A6,C5 (1997—2001),2.5 TDI MT (150 л.с.),283579.9679144385
Audi,A6,C5 рестайлинг (2001—2004),1.8 MT (150 л.с.),371839.59210526315
Audi,A6,C5 рестайлинг (2001—2004),1.8 Multitronic (150 л.с.),345202.38095238095
Audi,A6,C5 рестайлинг (2001—2004),2.4 MT (170 л.с.),369603.1381578947
Audi,A6,C5 рестайлинг (2001—2004),2.5 TDI MT (163 л.с.),363948.71794871794
Audi,A6,C6 рестайлинг (2008—2011),2.0 TFSI Multitronic (170 л.с.),788733.912195122
Audi,A6,C6 рестайлинг (2008—2011),2.7 TDI quattro Tiptronic (190 л.с.),1015500.0
Audi,A6,C6 рестайлинг (2008—2011),2.8 FSI Multitronic (190 л.с.),814537.4632352941
Audi,A6,C6 рестайлинг (2008—2011),2.8 FSI Multitronic (220 л.с.),796333.3333333334
Audi,A6,C6 рестайлинг (2008—2011),2.8 FSI quattro Tiptronic (220 л.с.),867715.9947368421
Audi,A6,C6 рестайлинг (2008—2011),3.0 TFSI quattro Tiptronic (290 л.с.),865314.4486486487
Audi,A6,C7 (2011—2014),2.0 TFSI Multitronic (180 л.с.),1312556.9220092532
Audi,A6,C7 (2011—2014),2.8 FSI quattro S tronic (204 л.с.),1312243.7489626557
Audi,A6,C7 (2011—2014),3.0 TFSI quattro S tronic (300 л.с.),1225309.490825688
Audi,A6,C7 рестайлинг (2014—2018),1.8 TFSI S tronic (190 л.с.),1887496.2936096718
Audi,A6,C7 рестайлинг (2014—2018),2.0 TDI S tronic (190 л.с.),2221894.689873418
Audi,A6,C8 (2018—2023),40 TFSI 2.0 S tronic (190 л.с.),3914210.3828125
Audi,A6,C8 (2018—2023),45 TFSI 2.0 quattro S tronic (245 л.с.),4510905.90503876
Audi,A6,C8 (2018—2023),50 TDI 3.0 quattro Tiptronic (286 л.с.),4208879.411764706
Audi,A6,C8 (2018—2023),55 TFSI 3.0 quattro S tronic (340 л.с.),4339048.5
Audi,A6,С6 (2004—2008),2.4 Multitronic (177 л.с.),563598.8885383806
Audi,A6,С6 (2004—2008),3.0 quattro Tiptronic (218 л.с.),564257.6920821115
Audi,A6,С6 (2004—2008),3.1 quattro Tiptronic (249 л.с.),640336.2163934426
Audi,A6,С6 (2004—2008),3.1 quattro Tiptronic (255 л.с.),575896.3624801271
Audi,A6 Allroad Quattro,C5 (2000—2006),2.7 quattro Tiptronic (250 л.с.),426708.88
Audi,A6 Allroad Quattro,C6 (2006—2008),3.1 FSI quattro Tiptronic (255 л.с.),719506.5657894737
Audi,A6 Allroad Quattro,C7 (2012—2014),3.0 TDI quattro S tronic (245 л.с.),2186383.056338028
Audi,A6 Allroad Quattro,C7 рестайлинг (2014—2019),3.0 TDI quattro S tronic (245 л.с.),2799818.375
Audi,A7,I (2010—2014),2.8 FSI quattro S tronic (204 л.с.),1590308.5
Audi,A7,I (2010—2014),3.0 TDI quattro S tronic (245 л.с.),1921857.5283842795
Audi,A7,I рестайлинг (2014—2018),3.0 TDI quattro Tiptronic (243 л.с.),2587069.4375
Audi,A7,I рестайлинг (2014—2018),3.0 TFSI quattro S tronic (333 л.с.),2748820.6666666665
Audi,A8,D2 (1994—1999),2.8 AT (174 л.с.),259818.0909090909
Audi,A8,D2 (1994—1999),2.8 Tiptronic (193 л.с.),312470.5882352941
Audi,A8,D2 (1994—1999),4.2 quattro Tiptronic (300 л.с.),276321.41071428574
Audi,A8,D2 рестайлинг (1999—2002),2.5 TDI quattro Tiptronic (180 л.с.),439285.71428571426
Audi,A8,D2 рестайлинг (1999—2002),4.2 quattro Tiptronic (310 л.с.),353723.8
Audi,A8,D4 (2010—2014),4.2 FSI quattro Tiptronic (372 л.с.),1272910.8618181818
Audi,A8,D5 (2017—2023),55 TFSI 3.0 quattro Tiptronic (340 л.с.),6968802.2727272725
Audi,Q3,I (2011—2014),1.4 TFSI S tronic (150 л.с.),1299554.6862745099
Audi,Q3,I (2011—2014),2.0 TFSI quattro S tronic (170 л.с.),1354248.894736842
Audi,Q3,I (2011—2014),2.0 TFSI quattro S tronic (211 л.с.),1291771.850877193
Audi,Q3,I рестайлинг (2014—2018),2.0 TFSI quattro S tronic (180 л.с.),1977619.5127055307
Audi,Q3,I рестайлинг (2014—2018),2.0 TFSI quattro S tronic (220 л.с.),1879989.9523809524
Audi,Q5,I (2008—2012),2.0 TFSI quattro Tiptronic (211 л.с.),1174632.646706587
Audi,Q5,I (2008—2012),3.0 TDI quattro S tronic (239 л.с.),1310661.1658767771
Audi,Q5,I рестайлинг (2012—2017),2.0 TFSI quattro AT (225 л.с.),1757788.9853211008
Audi,Q5,I рестайлинг (2012—2017),2.0 TFSI quattro Tiptronic (224 л.с.),1777129.237704918
Audi,Q5,I рестайлинг (2012—2017),2.0 TFSI quattro Tiptronic (225 л.с.),1789861.2385321101
Audi,Q5,I рестайлинг (2012—2017),2.0 TFSI quattro Tiptronic (230 л.с.),2256161.8
Audi,Q5,II (2016—2020),45 TFSI 2.0 quattro S tronic (249 л.с.),3430889.503972758
Audi,Q5 Sportback,FY (2020—2023),45 TFSI 2.0 quattro S tronic (249 л.с.),6205475.0
Audi,Q7,4L (2005—2009),4.2 FSI quattro Tiptronic (350 л.с.),799215.9777397261
Audi,Q7,4L рестайлинг (2009—2015),3.0 TDI quattro Tiptronic (239 л.с.),1590365.7298245614
Audi,Q7,4L рестайлинг (2009—2015),3.0 TDI quattro Tiptronic (245 л.с.),2094848.8851435706
Audi,Q7,4M (2015—2020),3.0 TDI quattro AT (249 л.с.),4400229.493478261
Audi,Q7,4M (2015—2020),45 TDI 3.0 quattro Tiptronic (249 л.с.),4297397.198738171
Audi,Q7,4M рестайлинг (2019—2023),45 TDI 3.0 quattro Tiptronic (249 л.с.),8246811.5839599
Audi,Q8,I (2018—2023),45 TDI 3.0 quattro Tiptronic (249 л.с.),8402348.494172495
Audi,Q8,I (2018—2023),55 TFSI 3.0 quattro Tiptronic (340 л.с.),7102726.506072874
Audi,TT,8J (2006—2010),2.0 TFSI S tronic (200 л.с.),1041449.3762376237
BAW,Fenix,I (2005—2017),3.2 MT (120 л.с.),401628.5619047619
BMW,1 серия,E81/E82/E87/E88 рестайлинг (2007—2011),116i 1.6 AT (115 л.с.),623339.2819571865
BMW,1 серия,E81/E82/E87/E88 рестайлинг (2007—2011),116i 1.6 MT (115 л.с.),516596.29824561405
BMW,1 серия,E81/E82/E87/E88 рестайлинг (2007—2011),120d 2.0 MT (177 л.с.),846166.6666666666
BMW,1 серия,F20/F21 (2011—2015),116i 1.6 Steptronic (136 л.с.),925712.4195896757
BMW,1 серия,F20/F21 рестайлинг (2015—2017),116i 1.6 Steptronic (136 л.с.),1336951.95
BMW,1 серия,F20/F21 рестайлинг 2 (2017—2019),118i 1.5 Steptronic (136 л.с.),1785188.2075055188
BMW,2 серия,F22/F23 (2014—2017),220i 2.0 AT (184 л.с.),1776786.0789473683
BMW,3 серия,E30 (1982—1994),316i 1.8 MT (90 л.с.),155030.27272727274
BMW,3 серия,E36 (1990—2000),316i 1.6 MT (100 л.с.),147426.67942583733
BMW,3 серия,E36 (1990—2000),316i 1.6 MT (102 л.с.),176196.6920415225
BMW,3 серия,E36 (1990—2000),318i 1.8 AT (113 л.с.),181820.25
BMW,3 серия,E36 (1990—2000),318i 1.8 MT (115 л.с.),188207.03264094956
BMW,3 серия,E46 (1998—2003),316i 1.9 AT (105 л.с.),315311.47540983604
BMW,3 серия,E46 (1998—2003),318i 1.9 MT (118 л.с.),315311.8833819242
BMW,3 серия,E46 (1998—2003),320i 2.2 AT (170 л.с.),440050.49494949495
BMW,3 серия,E46 (1998—2003),330i 3.0 MT (231 л.с.),680587.5254237289
BMW,3 серия,E46 рестайлинг (2001—2006),318i 2.0 AT (143 л.с.),402123.8243902439
BMW,3 серия,E46 рестайлинг (2001—2006),318i 2.0 MT (143 л.с.),393512.46276595746
BMW,3 серия,E90/E91/E92/E93 (2005—2010),318d 2.0 MT (143 л.с.),676192.3076923077
BMW,3 серия,E90/E91/E92/E93 (2005—2010),318i 2.0 AT (150 л.с.),635999.9428571429
BMW,3 серия,E90/E91/E92/E93 (2005—2010),320i 2.0 AT (150 л.с.),592490.833548387
BMW,3 серия,E90/E91/E92/E93 (2005—2010),325i 2.5 AT (218 л.с.),717985.5103532277
BMW,3 серия,E90/E91/E92/E93 (2005—2010),325xi 2.5 AT (218 л.с.),754861.0221130222
BMW,3 серия,E90/E91/E92/E93 (2005—2010),330i 3.0 AT (258 л.с.),677000.0
BMW,3 серия,E90/E91/E92/E93 рестайлинг (2008—2013),318i 2.0 AT (136 л.с.),787284.6326326326
BMW,3 серия,E90/E91/E92/E93 рестайлинг (2008—2013),318i 2.0 AT (143 л.с.),741624.0370370371
BMW,3 серия,E90/E91/E92/E93 рестайлинг (2008—2013),320i 2.0 AT (156 л.с.),851198.9579831932
BMW,3 серия,E90/E91/E92/E93 рестайлинг (2008—2013),325xi 2.5 AT (218 л.с.),1025366.2337662338
BMW,3 серия,F30/F31 (2011—2015),316i 1.6 AT (136 л.с.),1239579.8292134833
BMW,3 серия,F30/F31 (2011—2015),320d 2.0 AT (184 л.с.),1407403.4601113172
BMW,3 серия,F30/F31 (2011—2015),320d 2.0 xDrive AT (184 л.с.),1560044.4718446601
BMW,3 серия,F30/F31 (2011—2015),320i 2.0 AT (184 л.с.),1362736.5830592106
BMW,3 серия,F30/F31 (2011—2015),320i 2.0 xDrive AT (184 л.с.),1605524.197463768
BMW,3 серия,F30/F31 рестайлинг (2015—2020),318i 1.5 Steptronic (136 л.с.),1594098.5096660808
BMW,3 серия,F30/F31 рестайлинг (2015—2020),320i 2.0 Steptronic (184 л.с.),1815668.8088235294
BMW,3 серия,F30/F31 рестайлинг (2015—2020),320i 2.0 xDrive Steptronic (184 л.с.),2110197.4058380416
BMW,3 серия,F30/F31 рестайлинг (2015—2020),328i 2.0 xDrive Steptronic (245 л.с.),1912411.705882353
BMW,3 серия,G20 (2018—2023),318d 2.0 AT (150 л.с.),3189776.833962264
BMW,3 серия,G20 (2018—2023),320d 2.0 xDrive AT (190 л.с.),3803766.9372586873
BMW,3 серия GT,F34 (2011—2016),320d 2.0 xDrive AT (184 л.с.),1819144.0
BMW,4 серия,F32/F33 (2013—2017),420d 2.0 xDrive AT (184 л.с.),1906334.1818181819
BMW,4 серия,F32/F33 рестайлинг (2017—2020),420d 2.0 xDrive Steptronic (190 л.с.),2815018.230769231
BMW,4 серия,G22/G23 (2020—2023),420d 2.0 xDrive Steptronic (190 л.с.),5432066.275590551
BMW,5 серия,E28 (1981—1988),518 1.8 MT (105 л.с.),195741.93548387097
BMW,5 серия,E34 (1988—1996),520i 2.0 AT (150 л.с.),218166.77631578947
BMW,5 серия,E34 (1988—1996),520i 2.0 MT (129 л.с.),156505.53510895884
BMW,5 серия,E34 (1988—1996),520i 2.0 MT (150 л.с.),190062.97552836486
BMW,5 серия,E34 (1988—1996),525d 2.5 MT (143 л.с.),175440.74264705883
BMW,5 серия,E34 (1988—1996),525i 2.5 AT (192 л.с.),259675.90277777778
BMW,5 серия,E34 (1988—1996),525i 2.5 MT (170 л.с.),256382.6062992126
BMW,5 серия,E39 (1995—2000),520i 2.0 MT (150 л.с.),282874.7998665777
BMW,5 серия,E39 (1995—2000),523i 2.5 AT (170 л.с.),311396.0218109716
BMW,5 серия,E39 (1995—2000),523i 2.5 MT (170 л.с.),289496.878113879
BMW,5 серия,E39 (1995—2000),528i 2.8 MT (193 л.с.),332811.8274509804
BMW,5 серия,E39 рестайлинг (2000—2004),520i 2.2 AT (170 л.с.),415441.71523178805
BMW,5 серия,E39 рестайлинг (2000—2004),520i 2.2 MT (170 л.с.),403807.8253424658
BMW,5 серия,E39 рестайлинг (2000—2004),525i 2.5 AT (192 л.с.),448050.4651162791
BMW,5 серия,E39 рестайлинг (2000—2004),525i 2.5 MT (192 л.с.),422990.60355029587
BMW,5 серия,E60/E61 (2002—2007),520i 2.2 AT (170 л.с.),599814.4543147208
BMW,5 серия,E60/E61 (2002—2007),520i 2.2 MT (170 л.с.),609178.0753424658
BMW,5 серия,E60/E61 (2002—2007),525i 2.5 AT (218 л.с.),663907.23
BMW,5 серия,E60/E61 (2002—2007),525xi 2.5 AT (218 л.с.),708163.2976744187
BMW,5 серия,E60/E61 (2002—2007),530i 3.0 AT (218 л.с.),680217.3913043478
BMW,5 серия,E60/E61 рестайлинг (2007—2010),520d 2.0 AT (163 л.с.),887858.325
BMW,5 серия,E60/E61 рестайлинг (2007—2010),525i 2.5 AT (218 л.с.),840648.3563049854
BMW,5 серия,E60/E61 рестайлинг (2007—2010),530d 3.0 AT (235 л.с.),1175309.5
BMW,5 серия,F10/F11 (2009—2013),520d 2.0 AT (184 л.с.),1389972.4796954314
BMW,5 серия,F10/F11 (2009—2013),520i 2.0 AT (184 л.с.),1348845.5370177268
BMW,5 серия,F10/F11 (2009—2013),523i 2.5 AT (204 л.с.),1257381.0401376146
BMW,5 серия,F10/F11 (2009—2013),525d 2.0 xDrive AT (218 л.с.),1574605.8406593406
BMW,5 серия,F10/F11 (2009—2013),528i 3.0 AT (258 л.с.),1325060.5425742574
BMW,5 серия,F10/F11 (2009—2013),530d 3.0 xDrive AT (258 л.с.),1659910.453488372
BMW,5 серия,F10/F11 рестайлинг (2013—2017),520d 2.0 AT (184 л.с.),1638097.5227272727
BMW,5 серия,F10/F11 рестайлинг (2013—2017),520i 2.0 AT (184 л.с.),1722283.9204018547
BMW,5 серия,F10/F11 рестайлинг (2013—2017),528i 2.0 xDrive AT (245 л.с.),1908093.657960199
BMW,5 серия,F10/F11 рестайлинг (2013—2017),530d 3.0 xDrive AT (258 л.с.),2279166.515625
BMW,5 серия,G30/G31 (2016—2020),520d 2.0 Steptronic (190 л.с.),2725652.7687626774
BMW,5 серия,G30/G31 (2016—2020),520d 2.0 xDrive Steptronic (190 л.с.),3138175.271221532
BMW,5 серия,G30/G31 (2016—2020),520i 2.0 Steptronic (184 л.с.),2739895.7588832485
BMW,5 серия,G30/G31 (2016—2020),530d 3.0 xDrive Steptronic (249 л.с.),4148213.66469428
BMW,5 серия,G30/G31 (2016—2020),530i 2.0 Steptronic (252 л.с.),2866769.153846154
BMW,5 серия,G30/G31 (2016—2020),530i 2.0 xDrive Steptronic (249 л.с.),3475754.669738863
BMW,5 серия,G30/G31 (2016—2020),M550i 4.4 xDrive Steptronic (462 л.с.),4927400.0
BMW,5 серия,G30/G31 рестайлинг (2020—2023),520d 2.0 xDrive Steptronic (190 л.с.),4749808.935170178
BMW,5 серия,G30/G31 рестайлинг (2020—2023),530d 3.0 xDrive Steptronic (249 л.с.),6587492.530120482
BMW,6 серия,E63/E64 (2003—2007),645i 4.4 AT (333 л.с.),783725.9426229508
BMW,6 серия,E63/E64 рестайлинг (2007—2010),630i 3.0 AT (272 л.с.),1192714.5064935065
BMW,6 серия Gran Coupe,F06 (2011—2015),640d 3.0 AT (313 л.с.),2556000.0
BMW,7 серия,E32 (1986—1994),730i 3.0 MT (218 л.с.),161153.84615384616
BMW,7 серия,E38 (1994—1998),730i 3.0 MT (218 л.с.),346750.0
BMW,7 серия,E65/E66 (2001—2005),745i 4.4 AT (333 л.с.),413244.03594771243
BMW,7 серия,E65/E66 рестайлинг (2005—2008),740Li 4.0 AT (306 л.с.),637184.8181818182
BMW,7 серия,F01/F02 (2008—2012),740Li 3.0 AT (326 л.с.),1142568.9568965517
BMW,7 серия,F01/F02 (2008—2012),750Li 4.4 AT (407 л.с.),936008.7894736842
BMW,7 серия,F01/F02 (2008—2012),750Li 4.4 xDrive AT (407 л.с.),1128272.4059633028
BMW,7 серия,G11/G12 рестайлинг (2019—2023),730Ld 3.0 xDrive Steptronic (249 л.с.),7605194.461538462
BMW,7 серия,G11/G12 рестайлинг (2019—2023),740d 3.0 xDrive Steptronic (320 л.с.),8661967.568965517
BMW,8 серия,G14/G15 (2018—2023),840d 3.0 xDrive Steptronic (320 л.с.),8205081.771929825
BMW,M2,F87 рестайлинг (2017—2023),3.0 AMT (370 л.с.),4032550.0
BMW,M5,F90 (2017—2020),4.4 AT (600 л.с.),7294028.154929577
BMW,M5,F90 (2017—2020),4.4 AT (625 л.с.),8256838.353535353
BMW,M5,F90 рестайлинг (2020—2023),4.4 xDrive AT (625 л.с.),12655107.538461538
BMW,X1,E84 (2009—2012),18i 2.0 sDrive AT (150 л.с.),974020.719895288
BMW,X1,E84 (2009—2012),20d 2.0 xDrive AT (177 л.с.),1117191.021978022
BMW,X1,E84 рестайлинг (2012—2015),18i 2.0 sDrive AT (150 л.с.),1096888.2003395585
BMW,X1,E84 рестайлинг (2012—2015),20d 2.0 xDrive AT (184 л.с.),1337151.0278969957
BMW,X1,F48 рестайлинг (2019—2023),18d 2.0 xDrive Steptronic (150 л.с.),3278749.062043796
BMW,X2,F39 (2017—2023),20i 2.0 xDrive AT (192 л.с.),3186502.5595238097
BMW,X3,E83 (2003—2006),30i 3.0 AT (231 л.с.),636091.6340326341
BMW,X3,E83 рестайлинг (2006—2010),20d 2.0 AT (177 л.с.),917555.2313432836
BMW,X3,E83 рестайлинг (2006—2010),25i 2.5 AT (218 л.с.),784631.5628834356
BMW,X3,E83 рестайлинг (2006—2010),30i 3.0 AT (272 л.с.),742717.4105793451
BMW,X3,F25 (2010—2014),20i 2.0 xDrive AT (184 л.с.),1499373.6495098039
BMW,X3,F25 (2010—2014),28i 2.0 xDrive AT (245 л.с.),1609488.857142857
BMW,X3,F25 (2010—2014),30d 3.0 xDrive AT (249 л.с.),1867653.628959276
BMW,X3,F25 рестайлинг (2014—2018),20d 2.0 xDrive AT (190 л.с.),2198354.096103896
BMW,X3,F25 рестайлинг (2014—2018),20i 2.0 xDrive AT (184 л.с.),2074556.1201923077
BMW,X3,F25 рестайлинг (2014—2018),30d 3.0 xDrive AT (249 л.с.),2594105.503597122
BMW,X3,G01 (2017—2021),20d 2.0 xDrive Steptronic (190 л.с.),3800977.760034904
BMW,X3,G01 (2017—2021),30d 3.0 xDrive Steptronic (249 л.с.),4799493.68347826
BMW,X3,G01 (2017—2021),30i 2.0 xDrive Steptronic (249 л.с.),4177540.519650655
BMW,X4,F26 (2014—2018),20d 2.0 xDrive AT (190 л.с.),2755114.8698884756
BMW,X4,F26 (2014—2018),20i 2.0 xDrive AT (184 л.с.),2687447.4505494507
BMW,X4,G02 (2018—2021),20d 2.0 xDrive Steptronic (190 л.с.),4485171.372146118
BMW,X4,G02 (2018—2021),25d 2.0 xDrive Steptronic (231 л.с.),4274148.111111111
BMW,X4,G02 (2018—2021),30i 2.0 xDrive Steptronic (249 л.с.),4860706.510869565
BMW,X5,E53 (1999—2003),3.0i 3.0 AT (231 л.с.),585880.3412322275
BMW,X5,E53 (1999—2003),3.0i 3.0 MT (231 л.с.),582617.4745762711
BMW,X5,E53 (1999—2003),4.4i 4.4 AT (286 л.с.),508583.0129564193
BMW,X5,E53 (1999—2003),4.6is 4.6 AT (347 л.с.),667626.325925926
BMW,X5,E53 рестайлинг (2003—2007),4.4i 4.4 AT (320 л.с.),703657.708249497
BMW,X5,E53 рестайлинг (2003—2007),4.8is 4.8 AT (360 л.с.),926828.3846153846
BMW,X5,E70 (2006—2010),3.0d 3.0 AT (235 л.с.),1419435.5992115638
BMW,X5,E70 (2006—2010),3.0sd 3.0 AT (286 л.с.),1416542.5428571429
BMW,X5,E70 (2006—2010),30d 3.0 AT (235 л.с.),1419813.9975369459
BMW,X5,E70 (2006—2010),30i 3.0 AT (272 л.с.),1166115.0218978103
BMW,X5,E70 (2006—2010),4.8i 4.8 AT (355 л.с.),1072000.585733882
BMW,X5,E70 рестайлинг (2010—2013),30d 3.0 AT (245 л.с.),1998120.4898550725
BMW,X5,E70 рестайлинг (2010—2013),35i 3.0 AT (306 л.с.),1638508.3986013986
BMW,X5,F15 (2013—2018),25d 3.0 xDrive Steptronic (218 л.с.),3245412.8842652794
BMW,X5,F15 (2013—2018),30d 3.0 xDrive Steptronic (249 л.с.),3611750.4703557314
BMW,X5,F15 (2013—2018),35i 3.0 xDrive Steptronic (306 л.с.),2996284.661478599
BMW,X5,F15 (2013—2018),40d 3.0 xDrive Steptronic (313 л.с.),3936416.613960114
BMW,X5,F15 (2013—2018),50i 4.4 xDrive Steptronic (450 л.с.),2727011.0658682636
BMW,X5,G05 (2018—2023),30d 3.0 xDrive Steptronic (249 л.с.),7765608.7915168945
BMW,X5,G05 (2018—2023),30d 3.0 xDrive Steptronic (265 л.с.),5890626.890688259
BMW,X5 M,E70 (2009—2011),4.4 AT (555 л.с.),1761009.3146067415
BMW,X6,E71 (2007—2012),30d 3.0 AT (235 л.с.),1710732.661129568
BMW,X6,E71 (2007—2012),30d 3.0 AT (245 л.с.),1957512.147260274
BMW,X6,E71 (2007—2012),35d 3.0 AT (286 л.с.),1587647.1856677525
BMW,X6,E71 (2007—2012),35i 3.0 AT (306 л.с.),1422022.5828025478
BMW,X6,E71 (2007—2012),50i 4.4 AT (407 л.с.),1299331.8097484277
BMW,X6,E71 (2007—2012),50i 4.4 AT (450 л.с.),1205095.238095238
BMW,X6,E71 рестайлинг (2012—2014),30d 3.0 AT (245 л.с.),2364481.541935484
BMW,X6,E71 рестайлинг (2012—2014),35i 3.0 AT (306 л.с.),2001542.0420168068
BMW,X6,F16 (2014—2020),30d 3.0 Steptronic (249 л.с.),4107619.111111111
BMW,X6,F16 (2014—2020),35i 3.0 Steptronic (306 л.с.),3417454.4908536584
BMW,X6,G06 (2019—2023),30d 3.0 Steptronic (249 л.с.),9433158.727838257
BMW,X6,G06 (2019—2023),40d 3.0 Steptronic (340 л.с.),10315524.775
BMW,X6,G06 (2019—2023),M50d 3.0 Steptronic (400 л.с.),11030143.684684685
BMW,X6,G06 (2019—2023),M50i 4.4 Steptronic (530 л.с.),10133189.628571428
BMW,X6 M,E71 (2009—2012),4.4 AT (555 л.с.),1771233.7
BMW,X7,G07 (2018—2023),30d 3.0 xDrive Steptronic (249 л.с.),9169972.026136363
BMW,X7,G07 (2018—2023),30d 3.0 xDrive Steptronic (265 л.с.),8181999.928571428
BMW,X7,G07 (2018—2023),40d 3.0 xDrive Steptronic (340 л.с.),11753796.470588235
BMW,Z4,E85/E86 (2002—2005),2.5 AT (192 л.с.),1312863.6363636365
BYD,F3,I (2005—2013),1.6 MT (100 л.с.),152851.57165861514
Bentley,Continental GT,I (2003—2011),6.0 AT (610 л.с.),3156266.6
Brilliance,M2 (BS4),I (2006—2010),1.6 MT (100 л.с.),227714.2380952381
Brilliance,V5,I рестайлинг (2017—2023),1.5T AT (143 л.с.),940999.2857142857
Cadillac,CTS,I (2002—2007),3.6 AT (258 л.с.),407242.42424242425
