brand,model,generation,modification,base_price
Mitsubishi,L200,IV (2006—2014),2.5 DI-D 4WD MT (136 л.с.),966339.4001411432
Mitsubishi,L200,IV рестайлинг (2013—2015),2.5 DI-D 4WD MT (136 л.с.),1318066.7983870967
Mitsubishi,L200,V (2015—2019),2.4 MT (154 л.с.),1703657.775147929
Mitsubishi,L400,I (1995—2006),2.5 D MT (87 л.с.),226153.8076923077
Mitsubishi,Lancer,IX (2000—2007),1.3 MT (82 л.с.),247666.1191860465
Mitsubishi,Lancer,IX (2000—2007),1.5 CVT (100 л.с.),225605.09554140127
Mitsubishi,Lancer,IX рестайлинг (2005—2010),2.0 AT (135 л.с.),375246.32342007436
Mitsubishi,Lancer,IX рестайлинг (2005—2010),2.0 MT (135 л.с.),350575.0864197531
Mitsubishi,Lancer,VI (1991—2000),1.6 MT (113 л.с.),106670.80821917808
Mitsubishi,Lancer,VII (1995—2000),1.3 MT (88 л.с.),112116.92105263157
Mitsubishi,Lancer,X (2007—2010),1.5 AT (109 л.с.),523588.2567811935
Mitsubishi,Lancer,X (2007—2010),1.8 CVT (143 л.с.),526348.1650071124
Mitsubishi,Lancer,X (2007—2010),1.8 MT (143 л.с.),516786.326349718
Mitsubishi,Lancer,X (2007—2010),2.0 CVT (150 л.с.),537675.6270736563
Mitsubishi,Lancer,X (2007—2010),2.0 MT (150 л.с.),531736.346911958
Mitsubishi,Lancer,X рестайлинг (2011—2015),1.5 AT (109 л.с.),625433.5894736842
Mitsubishi,Lancer,X рестайлинг (2011—2015),1.5 MT (109 л.с.),584124.0130718955
Mitsubishi,Lancer,X рестайлинг (2011—2015),1.6 AT (117 л.с.),691605.8110882957
Mitsubishi,Lancer,X рестайлинг (2011—2015),1.6 MT (117 л.с.),653955.2650739477
Mitsubishi,Lancer,X рестайлинг (2011—2015),1.8 CVT (140 л.с.),678549.9185185186
Mitsubishi,Lancer Cedia,IX (2000—2003),1.5 4WD CVT (100 л.с.),295204.9090909091
Mitsubishi,Lancer Cedia,IX (2000—2003),1.5 CVT (100 л.с.),205645.0042462845
Mitsubishi,Lancer Cedia,IX (2000—2003),1.5 CVT (90 л.с.),218027.52032520325
Mitsubishi,Lancer Cedia,IX (2000—2003),1.8 CVT (130 л.с.),241522.8091286307
Mitsubishi,Legnum,I (1996—2002),1.8 AT (140 л.с.),180936.66666666666
Mitsubishi,Legnum,I (1996—2002),1.8 AT (150 л.с.),173111.11111111112
Mitsubishi,Libero,I рестайлинг (1995—2003),1.3 AT (75 л.с.),123202.7397260274
Mitsubishi,Mirage,IV (1991—1995),1.3 AT (79 л.с.),105076.92307692308
Mitsubishi,Mirage,V (1995—2003),1.3 AT (88 л.с.),133920.62433862433
Mitsubishi,Montero,III (1999—2006),3.5 4WD AT (203 л.с.),523273.9043478261
Mitsubishi,Outlander,I (2002—2009),2.0 4WD MT (136 л.с.),508949.0092081031
Mitsubishi,Outlander,I (2002—2009),2.4 4WD AT (142 л.с.),426649.07608695654
Mitsubishi,Outlander,I (2002—2009),2.4 4WD AT (160 л.с.),545505.0252833478
Mitsubishi,Outlander,I (2002—2009),2.4 AT (139 л.с.),421982.5842696629
Mitsubishi,Outlander,II (2005—2009),2.4 4WD CVT (170 л.с.),844740.1512884456
Mitsubishi,Outlander,II (2005—2009),2.4 4WD MT (170 л.с.),828175.194888179
Mitsubishi,Outlander,II (2005—2009),3.0 4WD AT (220 л.с.),880552.450888681
Mitsubishi,Outlander,II рестайлинг (2009—2013),2.0 4WD CVT (147 л.с.),999182.7940717628
Mitsubishi,Outlander,II рестайлинг (2009—2013),2.4 4WD CVT (170 л.с.),1057071.0060913705
Mitsubishi,Outlander,III (2012—2015),2.0 4WD CVT (146 л.с.),1190609.6530753283
Mitsubishi,Outlander,III (2012—2015),2.0 CVT (146 л.с.),1116008.6821705427
Mitsubishi,Outlander,III (2012—2015),2.4 4WD CVT (167 л.с.),1278105.1721499618
Mitsubishi,Outlander,III рестайлинг (2014—2015),2.0 4WD CVT (146 л.с.),1359737.8298755186
Mitsubishi,Outlander,III рестайлинг (2014—2015),2.0hyb 4WD AT (121 л.с.),1647214.2857142857
Mitsubishi,Outlander,III рестайлинг (2014—2015),2.4 4WD CVT (167 л.с.),1425841.7428571428
Mitsubishi,Outlander,III рестайлинг 2 (2015—2018),2.0 4WD CVT (146 л.с.),1675980.6854565952
Mitsubishi,Outlander,III рестайлинг 3 (2018—2023),2.0 4WD CVT (146 л.с.),2258094.8384384383
Mitsubishi,Outlander,III рестайлинг 3 (2018—2023),2.0 CVT (146 л.с.),2015068.0706713782
Mitsubishi,Outlander,III рестайлинг 3 (2018—2023),2.4 4WD CVT (167 л.с.),2580930.9601593628
Mitsubishi,Outlander,III рестайлинг 3 (2018—2023),3.0 4WD AT (227 л.с.),2605672.535714286
Mitsubishi,Pajero,II (1991—1997),3.0 4WD MT (180 л.с.),316036.962962963
Mitsubishi,Pajero,II (1991—1997),3.5 4WD AT (208 л.с.),385582.08208955225
Mitsubishi,Pajero,II (1991—1997),3.5 4WD MT (208 л.с.),318416.6666666667
Mitsubishi,Pajero,II рестайлинг (1997—2004),2.8 TD 4WD MT (125 л.с.),404603.77358490566
Mitsubishi,Pajero,II рестайлинг (1997—2004),3.0 4WD MT (180 л.с.),420449.975
Mitsubishi,Pajero,II рестайлинг (1997—2004),3.5 4WD AT (208 л.с.),367233.3333333333
Mitsubishi,Pajero,III (1999—2003),3.0 4WD AT (180 л.с.),637250.0
Mitsubishi,Pajero,III (1999—2003),3.2 DI-D 4WD AT (165 л.с.),566267.8324022347
Mitsubishi,Pajero,III (1999—2003),3.5 4WD AT (202 л.с.),571757.1293103448
Mitsubishi,Pajero,III рестайлинг (2002—2006),3.2 DI-D 4WD AT (165 л.с.),754151.7652439025
Mitsubishi,Pajero,III рестайлинг (2002—2006),3.5 4WD MT (202 л.с.),644037.0
Mitsubishi,Pajero,IV (2006—2011),3.8 4WD AT (250 л.с.),1184515.9245810055
Mitsubishi,Pajero,IV рестайлинг (2011—2014),3.0 4WD AT (178 л.с.),1744872.8184357542
Mitsubishi,Pajero,IV рестайлинг 2 (2014—2023),3.0 AT (178 л.с.),2345844.275362319
Mitsubishi,Pajero Mini,I (1994—1998),0.7 4WD AT (64 л.с.),212304.34782608695
Mitsubishi,Pajero Mini,II (1998—2012),0.7 4WD AT (64 л.с.),376929.1370967742
Mitsubishi,Pajero Pinin,I (1998—2006),2.0 4WD AT (129 л.с.),414777.4455128205
Mitsubishi,Pajero Sport,I (1996—2004),2.5 MT (99 л.с.),510883.21167883213
Mitsubishi,Pajero Sport,I (1996—2004),3.0 AT (177 л.с.),505513.92523364484
Mitsubishi,Pajero Sport,I рестайлинг (2004—2008),2.5 MT (115 л.с.),865394.628742515
Mitsubishi,Pajero Sport,I рестайлинг (2004—2008),3.0 AT (170 л.с.),806563.208737864
Mitsubishi,Pajero Sport,II (2008—2013),2.5DI-D AT (178 л.с.),1346515.1803278688
Mitsubishi,Pajero Sport,II рестайлинг (2013—2016),2.5DI-D AT (178 л.с.),1696979.7210776545
Mitsubishi,Pajero Sport,III (2015—2021),2.4 DI-D 4WD AT (181 л.с.),2820956.229508197
Mitsubishi,Pajero iO,I (1998—2007),1.8 AT (130 л.с.),303034.7826086957
Mitsubishi,Pajero iO,I (1998—2007),2.0 4WD AT (136 л.с.),400800.0
Mitsubishi,RVR,I (1991—1997),2.0 DT 4WD MT (88 л.с.),127681.36363636363
Mitsubishi,Space Star,I (1998—2002),1.6 MT (98 л.с.),160830.49152542374
Mitsubishi,Space Star,I рестайлинг (2002—2005),1.6 MT (98 л.с.),204095.39449541285
Mitsubishi,Space Star,I рестайлинг (2002—2005),1.8 AT (112 л.с.),264463.4146341463
Nissan,AD,I (1990—1996),1.3 AT (79 л.с.),172090.72727272726
Nissan,AD,II (1999—2008),1.3 AT (87 л.с.),169857.59807073954
Nissan,Almera,N15 (1995—2000),1.4 MT (75 л.с.),99927.37115839243
Nissan,Almera,N15 (1995—2000),1.6 AT (90 л.с.),117503.77272727272
Nissan,Almera,N16 (2000—2003),1.5 MT (90 л.с.),163464.11046511628
Nissan,Almera,N16 (2000—2003),2.2 dCi MT (110 л.с.),168935.48387096773
Nissan,Almera,N16 рестайлинг (2002—2006),1.8 AT (116 л.с.),298335.6947705443
Nissan,Almera,N16 рестайлинг (2002—2006),1.8 MT (116 л.с.),255696.10325318246
Nissan,Almera Tino,I (2000—2003),2.0 CVT (136 л.с.),294070.6818181818
Nissan,Avenir,W10 (1990—1998),1.8 AT (125 л.с.),110060.60606060606
Nissan,Avenir,W11 (1998—2005),1.8 AT (125 л.с.),257454.26060606062
Nissan,Bassara,I (1999—2003),2.5 AT (165 л.с.),453157.8947368421
Nissan,Bluebird,U14 (1996—2001),1.8 AT (125 л.с.),163623.77108433735
Nissan,Bluebird,U14 (1996—2001),1.8 CVT (130 л.с.),152014.70588235295
Nissan,Bluebird Sylphy,I (2000—2005),1.8 AT (120 л.с.),270599.4025604552
Nissan,Cabstar,V (2006—2015),3.0 D MT (150 л.с.),1004688.2235294117
Nissan,Cefiro,A32 (1994—2000),2.0 AT (155 л.с.),160838.1856115108
Nissan,Cefiro,A33 (1998—2003),2.0 AT (140 л.с.),235610.29333333333
Nissan,Cefiro,A33 (1998—2003),2.0 AT (150 л.с.),229844.9219858156
Nissan,Cefiro,A33 (1998—2003),2.0 AT (160 л.с.),239230.13095238095
Nissan,Cube,I (1998—2003),1.3 AT (79 л.с.),143996.57534246575
Nissan,Cube,I (1998—2003),1.3 AT (82 л.с.),159240.22081218273
Nissan,Cube,I (1998—2003),1.3 AT (85 л.с.),164141.67274800455
Nissan,Cube,II (2002—2008),1.4 AT (98 л.с.),316210.85714285716
Nissan,Cube,III (2008—2023),1.5 CVT (109 л.с.),644924.3722222223
Nissan,Dayz,I рестайлинг (2015—2019),0.7 CVT (49 л.с.),628255.4285714285
Nissan,Elgrand,II (2002—2012),3.5 4WD AT (240 л.с.),830648.6216216217
Nissan,Expert,I (1999—2007),1.8 AT (125 л.с.),214345.68644067796
Nissan,Juke,I (2010—2014),1.5 CVT (114 л.с.),767388.5496183207
Nissan,Juke,I (2010—2014),1.6 4WD CVT (190 л.с.),911637.3543441227
Nissan,Juke,I (2010—2014),1.6 CVT (190 л.с.) 4WD,903202.0690789474
Nissan,Juke,I (2010—2014),1.6 MT (117 л.с.),782553.1695457454
Nissan,Juke,I рестайлинг (2014—2019),1.6 4WD CVT (190 л.с.),1202022.8823529412
Nissan,Juke,I рестайлинг (2014—2019),1.6 CVT (117 л.с.),1197312.8934859154
Nissan,Juke,I рестайлинг (2014—2019),1.6 MT (117 л.с.),972769.6847826086
Nissan,Kicks,I (2016—2020),1.6 CVT (125 л.с.),1428983.7567567567
Nissan,Largo,III (1993—1999),2.0 AT (100 л.с.),226896.55172413794
Nissan,Leaf,I (2010—2017),0.0 AT (109 л.с),657831.1934782609
Nissan,Liberty,I (1998—2004),2.0 CVT (140 л.с.),263208.93617021275
Nissan,Liberty,I (1998—2004),2.0 CVT (147 л.с.),302965.66803278687
Nissan,March,II (1992—2002),1.0 AT (58 л.с.),132402.83094555873
Nissan,March,II (1992—2002),1.0 AT (60 л.с.),144598.20875420875
Nissan,March,II (1992—2002),1.3 4WD CVT (82 л.с.),144863.63636363635
Nissan,March,II (1992—2002),1.3 AT (85 л.с.),207164.56701030929
Nissan,March,III (2002—2010),1.0 AT (68 л.с.),236928.57142857142
Nissan,March,III (2002—2010),1.2 AT (90 л.с.),264206.11979609175
Nissan,Maxima,A32 (1994—2000),2.0 AT (140 л.с.),173099.8282442748
Nissan,Maxima,A32 (1994—2000),2.0 MT (140 л.с.),151051.3014354067
Nissan,Maxima,A32 (1994—2000),3.0 AT (193 л.с.),190338.13157894736
Nissan,Maxima,A33 (1999—2006),2.0 AT (140 л.с.),289488.4619469027
Nissan,Maxima,A33 (1999—2006),2.0 MT (140 л.с.),261142.46511627908
Nissan,Maxima,A33 (1999—2006),3.0 AT (200 л.с.),330907.352402746
Nissan,Maxima,J30 (1988—1994),3.0 MT (170 л.с.),117646.97916666667
Nissan,Micra,K11 (1992—2002),1.0 MT (60 л.с.),124549.72072072072
Nissan,Micra,K12 (2002—2010),1.2 AT (80 л.с.),406083.50337268127
Nissan,Micra,K12 (2002—2010),1.2 MT (65 л.с.),276928.5714285714
Nissan,Murano,Z50 (2002—2008),3.5 4WD CVT (234 л.с.),522504.0596885813
Nissan,Murano,Z50 (2002—2008),3.5 4WD CVT (248 л.с.),428628.664516129
Nissan,Murano,Z50 (2002—2008),3.5 CVT (234 л.с.),470823.4705882353
Nissan,Murano,Z51 (2007—2010),3.5 4WD CVT (249 л.с.),932239.0337078652
Nissan,Murano,Z51 рестайлинг (2010—2012),3.5 4WD CVT (249 л.с.),1075892.4855842185
Nissan,Murano,Z51 рестайлинг 2 (2011—2015),3.5 4WD CVT (249 л.с.),1297365.1827715356
Nissan,Murano,Z52 (2016—н. в.),3.5 4WD CVT (249 л.с.),2948702.1915422888
Nissan,NP300,I (2008—2015),2.5 dCi 4WD MT (131 л.с.),799559.0625
Nissan,Navara,D40 (2004—2010),2.5 D 4WD AT (174 л.с.),792086.8513238289
Nissan,Note,E11 (2005—2009),1.4 MT (88 л.с.),394246.46428571426
Nissan,Note,E11 (2005—2009),1.5 CVT (109 л.с.),399643.4630872483
Nissan,Note,E11 (2005—2009),1.6 AT (110 л.с.),495315.14644970413
Nissan,Note,E11 рестайлинг (2008—2013),1.4 MT (88 л.с.),554815.3172093023
Nissan,Note,E11 рестайлинг (2008—2013),1.6 AT (110 л.с.),668532.4753593429
Nissan,Note,E12 (2012—2016),1.2 CVT (98 л.с.),667810.2077464788
Nissan,Note,E12 рестайлинг (2016—2020),1.2 CVT (80 л.с.),843924.1163793104
Nissan,Note,E12 рестайлинг (2016—2020),1.2hyb AT (80 л.с.),1076372.4702970297
Nissan,Pathfinder,II (1995—2004),3.3 4WD AT (150 л.с.),334950.96078431373
Nissan,Pathfinder,III (2004—2010),2.5 Cdi 4WD AT (174 л.с.),876745.187557182
Nissan,Pathfinder,III (2004—2010),2.5 Cdi 4WD MT (174 л.с.),802783.8375
Nissan,Pathfinder,III (2004—2010),4.0 4WD AT (270 л.с.),835454.1217391305
Nissan,Pathfinder,III рестайлинг (2010—2014),2.5 dCi 4WD AT (190 л.с.),1428380.780927835
Nissan,Pathfinder,III рестайлинг (2010—2014),2.5 dCi 4WD MT (190 л.с.),1260855.7906976745
Nissan,Pathfinder,IV (2012—2017),3.5 4WD CVT (249 л.с.),1752269.1064814816
Nissan,Patrol,K160 (1980—1994),3.3 D 4WD MT (95 л.с.),271166.6666666667
Nissan,Patrol,Y60 (1987—1997),2.8 D 4WD MT (116 л.с.),533785.0373831776
Nissan,Patrol,Y61 (1997—2004),2.8 D 4WD MT (129 л.с.),638455.2340425532
Nissan,Patrol,Y61 (1997—2004),3.0 D 4WD AT (158 л.с.),831464.61875
Nissan,Patrol,Y61 рестайлинг (2004—2023),3.0 D 4WD AT (160 л.с.),1357247.2967479674
Nissan,Patrol,Y62 (2010—2014),5.6 4WD AT (405 л.с.),1938582.3306878307
Nissan,Patrol,Y62 рестайлинг (2014—2019),5.6 4WD AT (405 л.с.),2966045.864661654
Nissan,Prairie,II (1988—1998),2.0 MT (98 л.с.),89851.81481481482
Nissan,Presage,I (1998—2003),2.5 4WD AT (165 л.с.),376833.3333333333
Nissan,Presage,I (1998—2003),2.5d AT (150 л.с.),265151.77678571426
Nissan,Primera,P10 (1990—1995),2.0 MT (115 л.с.),85771.26627218934
Nissan,Primera,P11 (1995—2000),1.6 MT (99 л.с.),117418.94558823529
Nissan,Primera,P11 (1995—2000),2.0 AT (150 л.с.),137131.55263157896
Nissan,Primera,P11 (1995—2000),2.0 CVT (150 л.с.),155939.99
Nissan,Primera,P11 (1995—2000),2.0 MT (130 л.с.),127144.72839506173
Nissan,Primera,P11 рестайлинг (1999—2002),1.6 MT (90 л.с.),123096.11538461539
Nissan,Primera,P11 рестайлинг (1999—2002),1.6 MT (99 л.с.),137320.55026455026
Nissan,Primera,P11 рестайлинг (1999—2002),1.8 MT (114 л.с.),148049.0750605327
Nissan,Primera,P11 рестайлинг (1999—2002),2.0 D MT (90 л.с.),148329.78723404257
Nissan,Primera,P12 (2001—2008),1.6 MT (106 л.с.),306738.53526970954
Nissan,Primera,P12 (2001—2008),1.6 MT (109 л.с.),318801.74474474473
Nissan,Primera,P12 (2001—2008),1.8 AT (116 л.с.),353840.315920398
Nissan,Primera,P12 (2001—2008),1.8 MT (116 л.с.),298779.4518002323
Nissan,Primera,P12 (2001—2008),2.0 CVT (140 л.с.),318674.5375494071
Nissan,Primera,P12 (2001—2008),2.0 CVT (150 л.с.),282894.47994056466
Nissan,Pulsar,N14 (1990—1995),1.6 AT (110 л.с.),80705.88235294117
Nissan,Pulsar,N15 (1995—2000),1.5 AT (105 л.с.),133316.39615384614
Nissan,Qashqai,I (2006—2010),1.5 dCi MT (106 л.с.),650320.8658536585
Nissan,Qashqai,I (2006—2010),1.6 MT (114 л.с.),651428.9512195121
Nissan,Qashqai,I (2006—2010),2.0 4WD CVT (141 л.с.),700301.4540901503
Nissan,Qashqai,I (2006—2010),2.0 CVT (141 л.с.),680688.4550526969
Nissan,Qashqai,I (2006—2010),2.0 MT (141 л.с.),676692.4543726236
Nissan,Qashqai,I рестайлинг (2010—2013),1.6 CVT (117 л.с.),902331.4230769231
Nissan,Qashqai,I рестайлинг (2010—2013),1.6 MT (114 л.с.),857883.7789336802
Nissan,Qashqai,I рестайлинг (2010—2013),2.0 4WD CVT (141 л.с.),975019.2649819495
Nissan,Qashqai,I рестайлинг (2010—2013),2.0 CVT (141 л.с.),891290.0205102551
Nissan,Qashqai,II (2013—2019),1.2 DIG-T CVT (115 л.с.),1281366.1221995926
Nissan,Qashqai,II (2013—2019),1.2 DIG-T MT (115 л.с.),1211524.8327272728
Nissan,Qashqai,II (2013—2019),1.6 dCi CVT (130 л.с.),1386492.5924170616
Nissan,Qashqai,II (2013—2019),2.0 4WD CVT (144 л.с.),1523382.7608804402
Nissan,Qashqai,II (2013—2019),2.0 MT (144 л.с.),1365962.782352941
Nissan,Qashqai,II рестайлинг (2017—2023),1.2 DIG-T CVT (115 л.с.),1614234.912087912
Nissan,Qashqai,II рестайлинг (2017—2023),1.2 DIG-T MT (115 л.с.),1568426.814102564
Nissan,Qashqai,II рестайлинг (2017—2023),2.0 4WD CVT (144 л.с.),2190879.721991701
Nissan,Qashqai,II рестайлинг (2017—2023),2.0 CVT (144 л.с.),1890869.4968513853
Nissan,Qashqai+2,I рестайлинг (2010—2013),1.6 MT (114 л.с.),896306.6418918918
Nissan,Qashqai+2,I рестайлинг (2010—2013),2.0 4WD CVT (141 л.с.),1027740.9254901961
Nissan,R Nessa,I (1997—2001),2.0 4WD AT (200 л.с.),256371.4
Nissan,R Nessa,I (1997—2001),2.0 AT (140 л.с.),245659.01162790696
Nissan,R Nessa,I (1997—2001),2.4 4WD AT (152 л.с.),244613.1313131313
Nissan,Safari,Y60 (1987—1997),4.2 D MT (125 л.с.),833392.8571428572
Nissan,Sentra,B17 (2012—2017),1.6 CVT (117 л.с.),809308.9324546952
Nissan,Serena,C23 (1991—2002),2.0 D 4WD AT (91 л.с.),179948.1686746988
Nissan,Serena,C24 (1999—2005),2.0 4WD CVT (145 л.с.),387982.8888888889
Nissan,Serena,C24 (1999—2005),2.0 CVT (145 л.с.),449159.9462809917
Nissan,Serena,C27 (2016—2023),2.0 Hybrid CVT (150 л.с.),1657151.7654320989
Nissan,Skyline,V35 (2001—2007),2.5 AT (215 л.с.),400196.34840425535
Nissan,Sunny,B14 (1994—1999),1.5 4WD AT (105 л.с.),116512.85714285714
Nissan,Sunny,B15 (1998—2004),1.5 AT (105 л.с.),200042.71721778793
Nissan,Sunny,B15 (1998—2004),1.5 AT (109 л.с.),242599.36842105264
Nissan,Sunny,N13 (1986—1991),1.5 MT (71 л.с.),59765.59375
Nissan,Sunny,N16 (2000—2005),1.5 AT (105 л.с.),226898.46927374302
Nissan,Teana,J31 рестайлинг (2005—2008),2.0 AT (136 л.с.),497328.9446366782
Nissan,Teana,J31 рестайлинг (2005—2008),2.4 AT (173 л.с.),511924.91680532444
Nissan,Teana,J31 рестайлинг (2005—2008),3.5 CVT (245 л.с.),477683.2791762014
Nissan,Teana,J32 (2008—2011),2.5 4WD CVT (167 л.с.),825198.5371900826
Nissan,Teana,J32 (2008—2011),3.5 CVT (249 л.с.),731292.4449021628
Nissan,Teana,J32 рестайлинг (2011—2013),2.5 4WD CVT (167 л.с.),923438.5612009238
Nissan,Teana,J32 рестайлинг (2011—2013),2.5 CVT (182 л.с.),923583.1540965816
Nissan,Terrano,D10 (2014—2023),1.6 4WD MT (102 л.с.),920069.3333333334
Nissan,Terrano,D10 (2014—2023),1.6 4WD MT (114 л.с.),1260666.0827586206
Nissan,Terrano,D10 (2014—2023),1.6 MT (114 л.с.),1182601.4279210926
Nissan,Terrano,D10 (2014—2023),2.0 4WD AT (143 л.с.),1380125.6613290634
Nissan,Terrano,D10 (2014—2023),2.0 4WD MT (135 л.с.),979329.8708708709
Nissan,Terrano,D10 (2014—2023),2.0 4WD MT (143 л.с.),1309893.8308921438
Nissan,Terrano,D10 (2014—2023),2.0 AT (135 л.с.),935878.4832214765
Nissan,Terrano,R50 (1993—1996),2.7 D 4WD MT (101 л.с.),226346.15384615384
Nissan,Terrano,WD21 (1985—1995),2.4 4WD MT (103 л.с.),182998.5633802817
Nissan,Terrano,WD21 (1985—1995),2.7 D 4WD AT (100 л.с.),333226.28467153286
Nissan,Tiida,C11 (2004—2012),1.5 AT (109 л.с.),448486.5553047404
Nissan,Tiida,C11 (2004—2012),1.6 AT (110 л.с.),525427.9479768786
Nissan,Tiida,C11 (2004—2012),1.6 MT (110 л.с.),454162.1177504394
Nissan,Tiida,C11 (2004—2012),1.8 MT (126 л.с.),451129.03910614527
Nissan,Tiida,C11 рестайлинг (2010—2013),1.6 AT (110 л.с.),649131.9851814001
Nissan,Tiida,C11 рестайлинг (2010—2013),1.6 MT (110 л.с.),583380.7176165803
Nissan,Tiida,C13 (2015—2018),1.6 CVT (117 л.с.),899504.1418439717
Nissan,Tiida Latio,I (2004—2007),1.5 4WD AT (109 л.с.),398673.3939393939
Nissan,Tino,I (1998—2003),2.0 CVT (135 л.с.),236987.96240601502
Nissan,Vanette,II (1985—1994),2.0 MT (76 л.с.),195833.33333333334
Nissan,Wingroad,Y10 (1996—1999),1.8 AT (125 л.с.),156420.30434782608
Nissan,Wingroad,Y11 рестайлинг (2001—2005),1.5 AT (105 л.с.),266558.50138121546
Nissan,Wingroad,Y11 рестайлинг (2001—2005),1.8 4WD AT (122 л.с.),262208.76923076925
Nissan,Wingroad,Y12 (2005—2018),1.5 4WD AT (109 л.с.),514851.7368421053
Nissan,X-Trail,I (2000—2007),2.0 4WD AT (140 л.с.),577382.7179962894
Nissan,X-Trail,I (2000—2007),2.2 dCi 4WD MT (114 л.с.),424346.5138888889
Nissan,X-Trail,II (2007—2011),2.0 4WD CVT (140 л.с.),856490.2446043165
Nissan,X-Trail,II (2007—2011),2.5 4WD CVT (169 л.с.),855730.764957265
Nissan,X-Trail,II рестайлинг (2010—2015),2.0 dCi 4WD AT (150 л.с.),1194709.8280701754
Nissan,X-Trail,II рестайлинг (2010—2015),2.5 4WD CVT (169 л.с.),1168656.125769569
Nissan,X-Trail,III (2013—2019),2.0 CVT (144 л.с.),1553879.663576159
Nissan,X-Trail,III (2013—2019),2.5 4WD CVT (171 л.с.),1808111.488320356
Nissan,X-Trail,III рестайлинг (2017—2023),2.0 4WD CVT (144 л.с.),2259496.9420677363
Nissan,X-Trail,III рестайлинг (2017—2023),2.5 4WD CVT (171 л.с.),2571739.0405286346
Opel,Antara,I (2006—2011),2.4 4WD AT (140 л.с.),667341.1150159744
Opel,Antara,I (2006—2011),2.4 4WD MT (140 л.с.),681380.0467836257
Opel,Antara,I (2006—2011),3.2 V6 4WD AT (227 л.с.),692656.556509299
Opel,Antara,I рестайлинг (2010—2017),2.2 CDTi 4WD AT (184 л.с.),1035613.7454545455
Opel,Antara,I рестайлинг (2010—2017),2.4 4WD AT (167 л.с.),1003079.4991568297
Opel,Antara,I рестайлинг (2010—2017),2.4 4WD MT (167 л.с.),955706.5574712644
Opel,Ascona,C (1981—1988),1.6 MT (75 л.с.),56750.0
Opel,Astra,F (1991—2005),1.6 MT (100 л.с.),128194.42777777778
Opel,Astra,G (1998—2009),1.6 AT (101 л.с.),218705.7091503268
Opel,Astra,G (1998—2009),1.6 MT (101 л.с.),188457.16425531916
Opel,Astra,G (1998—2009),1.6 MT (103 л.с.),207869.85074626867
Opel,Astra,G (1998—2009),1.6 MT (75 л.с.),171260.57113402063
Opel,Astra,G (1998—2009),1.6 MT (84 л.с.),196732.75
Opel,Astra,H (2004—2007),1.6 AMT (105 л.с.),300119.05721393035
Opel,Astra,H (2004—2007),1.6 MT (105 л.с.),302150.2114803625
Opel,Astra,H (2004—2007),1.8 AT (125 л.с.),339044.472
Opel,Astra,H (2004—2007),1.8 AT (140 л.с.),364508.69541778974
Opel,Astra,H (2004—2007),1.8 MT (125 л.с.),296254.8387096774
Opel,Astra,H рестайлинг (2006—2014),1.3 CDTI MT (90 л.с.),358770.9483394834
Opel,Astra,H рестайлинг (2006—2014),1.4 MT (90 л.с.),357405.6110056926
Opel,Astra,H рестайлинг (2006—2014),1.8 MT (140 л.с.),435083.18105849583
Opel,Astra,J (2009—2012),1.4 Turbo AT (140 л.с.),599257.0798898072
Opel,Astra,J (2009—2012),1.4 Turbo MT (140 л.с.),555734.2820874471
Opel,Astra,J (2009—2012),1.6 MT (115 л.с.),554258.6431949553
Opel,Astra,J (2009—2012),1.6 Turbo AT (180 л.с.),590188.3271889401
Opel,Astra,J рестайлинг (2012—2018),1.4 Turbo AT (140 л.с.),709674.2812840043
Opel,Astra,J рестайлинг (2012—2018),1.6 AT (115 л.с.),706582.3663259817
Opel,Astra,J рестайлинг (2012—2018),1.6 MT (115 л.с.),665424.6721212121
Opel,Astra,J рестайлинг (2012—2018),1.6 Turbo AT (180 л.с.),744886.0
Opel,Astra GTC,H (2004—2007),1.6 AMT (105 л.с.),302986.00995024876
Opel,Astra GTC,H (2004—2007),1.6 MT (105 л.с.),307303.0137457045
Opel,Astra GTC,H (2004—2007),1.8 MT (140 л.с.),330240.28658536583
Opel,Astra GTC,H рестайлинг (2006—2014),1.2 CDTI MT (90 л.с.),348100.0
Opel,Astra GTC,H рестайлинг (2006—2014),1.4 MT (90 л.с.),358438.7804878049
Opel,Astra GTC,H рестайлинг (2006—2014),1.6 AMT (105 л.с.),328687.1926229508
Opel,Astra GTC,H рестайлинг (2006—2014),1.6 AMT (115 л.с.),363465.13783269963
Opel,Astra GTC,H рестайлинг (2006—2014),1.6 MT (105 л.с.),324189.3558823529
Opel,Astra GTC,H рестайлинг (2006—2014),1.6 MT (115 л.с.),369750.0480263158
Opel,Astra GTC,H рестайлинг (2006—2014),1.8 AT (140 л.с.),419426.23789473687
Opel,Astra GTC,H рестайлинг (2006—2014),1.8 MT (140 л.с.),372194.4181256437
Opel,Astra GTC,J (2009—2012),1.4 Turbo AT (140 л.с.),649895.8214285715
Opel,Astra GTC,J рестайлинг (2011—2017),1.4 Turbo AT (140 л.с.),732494.1869328493
Opel,Astra GTC,J рестайлинг (2011—2017),1.4 Turbo MT (140 л.с.),649713.9933862434
Opel,Astra GTC,J рестайлинг (2011—2017),1.6 Turbo MT (180 л.с.),672242.9911894273
Opel,Combo,B (1993—2000),1.4 MT (60 л.с.),120666.66666666667
Opel,Combo,C рестайлинг (2003—2011),1.4 MT (90 л.с.),313431.28695652174
