iter	Passed	Remaining
1662	81320	104498
1663	81383	104468
1664	81437	104425
1665	81476	104363
1666	81532	104323
1667	81584	104279
1668	81637	104235
1669	81687	104188
1670	81743	104147
1671	81793	104101
1672	81838	104046
1673	81892	104004
1674	81941	103955
1675	81992	103909
1676	82040	103859
1677	82091	103812
1678	82141	103765
1679	82196	103723
1680	82256	103688
1681	82300	103634
1682	82353	103590
1683	82404	103543
1684	82451	103492
1685	82502	103446
1686	82550	103396
1687	82599	103347
1688	82653	103305
1689	82703	103257
1690	82761	103220
1691	82814	103175
1692	82870	103134
1693	82922	103089
1694	82981	103053
1695	83025	102998
1696	83080	102956
1697	83129	102908
1698	83178	102859
1699	83227	102810
1700	83282	102769
1701	83330	102718
1702	83382	102674
1703	83430	102623
1704	83478	102573
1705	83531	102528
1706	83582	102482
1707	83635	102438
1708	83686	102392
1709	83735	102343
1710	83785	102295
1711	83827	102237
1712	83872	102184
1713	83927	102142
1714	83990	102110
1715	84040	102063
1716	84089	102014
1717	84142	101970
1718	84192	101922
1719	84272	101911
1720	84328	101870
1721	84379	101824
1722	84434	101781
1723	84489	101740
1724	84539	101692
1725	84590	101646
1726	84635	101591
1727	84688	101547
1728	84746	101509
1729	84798	101463
1730	84843	101410
1731	84891	101360
1732	84938	101309
1733	84984	101256
1734	85039	101214
1735	85096	101174
1736	85147	101128
1737	85190	101071
1738	85242	101025
1739	85286	100971
1740	85344	100932
1741	85402	100894
1742	85453	100848
1743	85492	100786
1744	85544	100741
1745	85587	100685
1746	85622	100620
1747	85670	100569
1748	85718	100519
1749	85771	100474
1750	85820	100425
1751	85877	100385
1752	85924	100335
1753	85980	100294
1754	86026	100242
1755	86078	100195
1756	86124	100143
1757	86182	100104
1758	86230	100055
1759	86281	100008
1760	86327	99955
1761	86385	99916
1762	86431	99864
1763	86486	99822
1764	86537	99775
1765	86588	99729
1766	86644	99687
1767	86696	99642
1768	86745	99593
1769	86797	99547
1770	86850	99503
1771	86897	99451
1772	86947	99403
1773	87004	99363
1774	87065	99328
1775	87111	99275
1776	87151	99215
1777	87202	99169
1778	87240	99107
1779	87287	99056
1780	87340	99011
1781	87386	98960
1782	87430	98904
1783	87481	98858
1784	87534	98813
1785	87581	98762
1786	87630	98712
1787	87677	98661
1788	87720	98605
1789	87772	98560
1790	87824	98514
1791	87877	98469
1792	87925	98419
1793	87980	98377
1794	88032	98331
1795	88078	98279
1796	88132	98236
1797	88167	98171
1798	88217	98123
1799	88275	98084
1800	88316	98025
1801	88365	97976
1802	88411	97924
1803	88456	97870
1804	88504	97821
1805	88559	97778
1806	88611	97732
1807	88657	97679
1808	88696	97619
1809	88756	97582
1810	88808	97537
1811	88857	97488
1812	88900	97432
1813	88950	97384
1814	88995	97331
1815	89046	97283
1816	89097	97237
1817	89153	97195
1818	89203	97148
1819	89259	97106
1820	89306	97055
1821	89338	96988
1822	89395	96946
1823	89441	96894
1824	89493	96849
1825	89538	96795
1826	89587	96746
1827	89651	96713
1828	89701	96665
1829	89755	96621
1830	89807	96576
1831	89861	96532
1832	89914	96487
1833	89969	96444
1834	90028	96406
1835	90083	96363
1836	90134	96316
1837	90185	96270
1838	90235	96221
1839	90283	96171
1840	90336	96126
1841	90386	96079
1842	90434	96027
1843	90484	95980
1844	90529	95926
1845	90584	95884
1846	90639	95840
1847	90676	95779
1848	90724	95729
1849	90777	95684
1850	90829	95638
1851	90884	95595
1852	90938	95551
1853	90987	95502
1854	91038	95455
1855	91090	95409
1856	91140	95361
1857	91191	95313
1858	91237	95261
1859	91281	95207
1860	91333	95161
1861	91374	95103
1862	91429	95060
1863	91481	95014
1864	91533	94968
1865	91583	94921
1866	91635	94874
1867	91689	94830
1868	91743	94786
1869	91783	94728
1870	91834	94681
1871	91886	94635
1872	91937	94588
1873	91979	94531
1874	92043	94497
1875	92099	94455
1876	92144	94402
1877	92196	94356
1878	92251	94313
1879	92310	94274
1880	92361	94227
1881	92426	94193
1882	92476	94146
1883	92533	94105
1884	92593	94067
1885	92647	94022
1886	92695	93973
1887	92739	93918
1888	92789	93870
1889	92832	93815
1890	92889	93773
1891	92943	93729
1892	92991	93679
1893	93038	93627
1894	93093	93584
1895	93143	93536
1896	93199	93494
1897	93250	93446
1898	93306	93405
1899	93362	93362
1900	93416	93318
1901	93465	93269
1902	93524	93229
1903	93574	93181
1904	93628	93137
1905	93679	93089
1906	93725	93037
1907	93770	92984
1908	93826	92941
1909	93871	92888
1910	93921	92840
1911	93975	92796
1912	94013	92735
1913	94057	92681
1914	94110	92635
1915	94159	92587
1916	94212	92541
1917	94263	92494
1918	94317	92449
1919	94368	92402
1920	94418	92354
1921	94468	92305
1922	94511	92250
1923	94555	92196
1924	94595	92138
1925	94640	92084
1926	94688	92035
1927	94735	91983
1928	94784	91934
1929	94829	91881
1930	94875	91829
1931	94914	91770
1932	94960	91718
1933	95011	91670
1934	95069	91629
1935	95103	91566
1936	95151	91516
1937	95185	91453
1938	95230	91399
1939	95271	91343
1940	95324	91297
1941	95378	91253
1942	95425	91201
1943	95473	91151
1944	95499	91080
1945	95548	91031
1946	95596	90981
1947	95646	90932
1948	95696	90884
1949	95742	90832
1950	95784	90776
1951	95833	90728
1952	95884	90680
1953	95935	90632
1954	95985	90585
1955	96039	90540
1956	96088	90491
1957	96136	90440
1958	96196	90402
1959	96244	90351
1960	96299	90307
1961	96347	90258
1962	96396	90208
1963	96444	90158
1964	96500	90116
1965	96535	90054
1966	96591	90010
1967	96636	89958
1968	96684	89908
1969	96742	89867
1970	96785	89812
1971	96835	89764
1972	96878	89709
1973	96918	89651
1974	96958	89594
1975	97017	89554
1976	97073	89512
1977	97122	89462
1978	97174	89416
1979	97222	89366
1980	97277	89322
1981	97323	89270
1982	97376	89224
1983	97434	89183
1984	97483	89134
1985	97531	89084
1986	97582	89036
1987	97634	88991
1988	97691	88948
1989	97744	88903
1990	97798	88858
1991	97843	88806
1992	97885	88750
1993	97937	88703
1994	97979	88648
1995	98032	88602
1996	98087	88558
1997	98142	88514
1998	98196	88470
1999	98241	88417
2000	98294	88371
2001	98346	88325
2002	98400	88280
2003	98444	88226
2004	98498	88181
2005	98544	88130
2006	98595	88082
2007	98640	88029
2008	98695	87985
2009	98746	87938
2010	98798	87892
2011	98850	87845
2012	98897	87794
2013	98955	87753
2014	99001	87700
2015	99045	87647
2016	99092	87596
2017	99147	87552
2018	99203	87508
2019	99246	87454
2020	99291	87402
2021	99341	87353
2022	99396	87310
2023	99438	87254
2024	99496	87212
2025	99546	87164
2026	99599	87118
2027	99647	87068
2028	99696	87019
2029	99745	86970
2030	99790	86917
2031	99842	86870
2032	99931	86856
2033	99995	86819
2034	100049	86775
2035	100101	86728
2036	100150	86678
2037	100201	86631
2038	100256	86587
2039	100311	86543
2040	100356	86490
2041	100403	86439
2042	100455	86392
2043	100504	86342
2044	100552	86293
2045	100608	86249
2046	100652	86196
2047	100700	86146
2048	100749	86097
2049	100797	86046
2050	100848	85999
2051	100894	85947
2052	100946	85900
2053	101002	85857
2054	101051	85808
2055	101101	85759
2056	101157	85716
2057	101209	85668
2058	101265	85625
2059	101315	85577
2060	101363	85527
2061	101424	85487
2062	101471	85436
2063	101517	85385
2064	101561	85331
2065	101613	85284
2066	101657	85231
2067	101700	85176
2068	101758	85134
2069	101812	85090
2070	101861	85040
2071	101912	84992
2072	101954	84937
2073	102000	84885
2074	102038	84827
2075	102086	84776
2076	102133	84726
2077	102180	84675
2078	102230	84626
2079	102292	84587
2080	102341	84538
2081	102393	84491
2082	102440	84441
2083	102489	84391
2084	102543	84345
2085	102593	84297
2086	102646	84251
2087	102695	84202
2088	102743	84152
2089	102791	84102
2090	102840	84052
2091	102891	84004
2092	102941	83956
2093	102984	83902
2094	103034	83854
2095	103091	83811
2096	103143	83763
2097	103196	83718
2098	103247	83670
2099	103298	83622
2100	103353	83578
2101	103402	83529
2102	103453	83481
2103	103502	83431
2104	103543	83376
2105	103586	83321
2106	103630	83268
2107	103683	83221
2108	103740	83179
2109	103788	83129
2110	103836	83078
2111	103890	83034
2112	103947	82990
2113	104002	82946
2114	104053	82898
2115	104112	82857
2116	104172	82816
2117	104223	82768
2118	104276	82722
2119	104336	82681
2120	104400	82644
2121	104469	82610
2122	104529	82570
2123	104584	82525
2124	104641	82481
2125	104709	82447
2126	104759	82399
2127	104808	82349
2128	104872	82311
2129	104935	82273
2130	104992	82230
2131	105042	82181
2132	105088	82129
2133	105144	82086
2134	105202	82043
2135	105254	81996
2136	105316	81956
2137	105372	81912
2138	105430	81869
2139	105480	81821
2140	105542	81781
2141	105607	81744
2142	105666	81702
2143	105721	81657
2144	105787	81621
2145	105842	81576
2146	105899	81533
2147	105953	81487
2148	106018	81450
2149	106081	81411
2150	106142	81370
2151	106196	81325
2152	106241	81272
2153	106289	81222
2154	106336	81170
2155	106382	81119
2156	106435	81072
2157	106476	81016
2158	106529	80970
2159	106576	80919
2160	106630	80873
2161	106692	80833
2162	106750	80790
2163	106801	80743
2164	106849	80692
2165	106906	80648
2166	106965	80607
2167	107017	80558
2168	107066	80509
2169	107116	80460
2170	107166	80412
2171	107211	80359
2172	107266	80314
2173	107318	80266
2174	107370	80219
2175	107416	80167
2176	107471	80122
2177	107522	80074
2178	107574	80027
2179	107618	79973
2180	107663	79920
2181	107714	79872
2182	107766	79825
2183	107820	79779
2184	107875	79734
2185	107921	79682
2186	107968	79631
2187	108020	79583
2188	108065	79531
2189	108120	79485
2190	108174	79439
2191	108230	79395
2192	108283	79348
2193	108336	79301
2194	108380	79248
2195	108433	79201
2196	108481	79151
2197	108530	79101
2198	108579	79052
2199	108627	79001
2200	108675	78951
2201	108730	78906
2202	108774	78852
2203	108834	78811
2204	108895	78770
2205	108955	78728
2206	109007	78681
2207	109052	78628
2208	109106	78582
2209	109160	78535
2210	109208	78485
2211	109256	78435
2212	109301	78382
2213	109360	78340
2214	109410	78291
2215	109466	78246
2216	109514	78196
2217	109564	78147
2218	109611	78096
2219	109661	78047
2220	109712	77999
2221	109763	77951
2222	109823	77908
2223	109860	77850
2224	109896	77792
2225	109953	77747
2226	110008	77702
2227	110063	77656
2228	110111	77606
2229	110170	77564
2230	110210	77508
2231	110253	77453
2232	110300	77403
2233	110360	77360
2234	110414	77314
2235	110464	77265
2236	110511	77214
2237	110558	77163
2238	110603	77111
2239	110656	77064
2240	110705	77014
2241	110760	76969
2242	110812	76921
2243	110853	76866
2244	110902	76816
2245	110950	76766
2246	110997	76715
2247	111048	76667
2248	111097	76617
2249	111135	76560
2250	111184	76510
2251	111235	76461
2252	111291	76417
2253	111346	76371
2254	111399	76324
2255	111456	76280
2256	111505	76231
2257	111553	76180
2258	111601	76130
2259	111651	76081
2260	111704	76034
2261	111754	75985
2262	111806	75937
2263	111850	75884
2264	111896	75832
2265	111952	75787
2266	111995	75734
2267	112044	75684
2268	112087	75630
2269	112142	75585
2270	112187	75532
2271	112233	75480
2272	112279	75429
2273	112335	75384
2274	112385	75335
2275	112439	75289
2276	112489	75239
2277	112535	75188
2278	112580	75135
2279	112622	75081
2280	112676	75035
2281	112727	74987
2282	112784	74942
2283	112836	74895
2284	112886	74845
2285	112937	74797
2286	112985	74746
2287	113038	74700
2288	113077	74643
2289	113126	74594
2290	113176	74545
2291	113232	74500
2292	113281	74450
2293	113331	74401
2294	113378	74350
2295	113422	74297
2296	113460	74240
2297	113505	74188
2298	113555	74139
2299	113608	74092
2300	113662	74046
2301	113710	73995
2302	113762	73947
2303	113806	73895
2304	113849	73841
2305	113886	73784
2306	113930	73731
2307	113982	73683
2308	114028	73631
2309	114069	73577
2310	114118	73527
2311	114169	73479
2312	114229	73436
2313	114274	73384
2314	114325	73336
2315	114374	73286
2316	114422	73236
2317	114463	73181
2318	114505	73127
2319	114557	73079
2320	114605	73029
2321	114655	72980
2322	114701	72929
2323	114747	72877
2324	114790	72824
2325	114840	72775
2326	114891	72726
2327	114943	72678
2328	114993	72629
2329	115039	72578
2330	115083	72525
2331	115134	72477
2332	115183	72427
2333	115246	72386
2334	115298	72339
2335	115355	72294
2336	115402	72244
2337	115454	72195
2338	115509	72150
2339	115569	72107
2340	115618	72057
2341	115673	72011
2342	115721	71961
2343	115777	71916
2344	115819	71862
2345	115877	71818
2346	115918	71763
2347	115967	71714
2348	116013	71662
2349	116062	71612
2350	116112	71563
2351	116167	71517
2352	116215	71467
2353	116270	71421
2354	116321	71373
2355	116378	71328
2356	116433	71283
2357	116475	71229
2358	116528	71181
2359	116577	71132
2360	116619	71077
2361	116672	71031
2362	116719	70980
2363	116768	70930
2364	116813	70878
2365	116865	70830
2366	116914	70780
2367	116973	70737
2368	117020	70686
2369	117076	70640
2370	117125	70591
2371	117177	70543
2372	117229	70495
2373	117286	70450
2374	117332	70399
2375	117384	70351
2376	117444	70308
2377	117491	70257
2378	117541	70208
2379	117588	70157
2380	117628	70102
2381	117685	70057
2382	117730	70005
2383	117771	69951
2384	117816	69899
2385	117866	69850
2386	117906	69795
2387	117956	69746
2388	118004	69696
2389	118053	69646
2390	118102	69597
2391	118149	69545
2392	118194	69494
2393	118246	69446
2394	118290	69393
2395	118347	69348
2396	118395	69298
2397	118449	69252
2398	118503	69205
2399	118562	69161
2400	118608	69110
2401	118662	69063
2402	118717	69017
2403	118769	68969
2404	118817	68919
2405	118869	68870
2406	118914	68819
2407	118969	68772
2408	119014	68721
2409	119059	68669
2410	119105	68617
2411	119167	68575
2412	119206	68520
2413	119257	68471
2414	119306	68421
2415	119358	68374
2416	119418	68330
2417	119478	68287
2418	119529	68238
2419	119577	68188
2420	119630	68141
2421	119688	68096
2422	119732	68044
2423	119774	67990
2424	119826	67942
2425	119873	67891
2426	119920	67841
2427	119968	67790
2428	120020	67743
2429	120095	67708
2430	120139	67655
2431	120181	67601
2432	120222	67547
2433	120276	67501
2434	120333	67455
2435	120391	67411
2436	120442	67362
2437	120493	67314
2438	120550	67268
2439	120604	67222
2440	120650	67171
2441	120706	67124
2442	120754	67075
2443	120805	67026
2444	120854	66976
2445	120907	66929
2446	120957	66880
2447	121010	66832
2448	121067	66787
2449	121121	66740
2450	121165	66687
2451	121216	66639
2452	121276	66595
2453	121320	66543
2454	121364	66491
2455	121415	66442
2456	121466	66393
2457	121512	66342
2458	121561	66292
2459	121609	66242
2460	121659	66193
2461	121702	66140
2462	121750	66090
2463	121801	66041
2464	121849	65991
2465	121900	65943
2466	121950	65894
2467	122002	65845
2468	122054	65797
2469	122111	65752
2470	122164	65704
2471	122216	65656
2472	122268	65608
2473	122316	65558
2474	122367	65509
2475	122418	65461
2476	122472	65414
2477	122521	65364
2478	122563	65311
2479	122615	65263
2480	122658	65209
2481	122710	65162
2482	122761	65113
2483	122807	65062
2484	122854	65011
2485	122898	64959
2486	122943	64907
2487	122990	64856
2488	123038	64806
2489	123093	64760
2490	123145	64711
2491	123203	64667
2492	123258	64620
2493	123306	64570
2494	123363	64524
2495	123408	64473
2496	123460	64424
2497	123504	64372
2498	123552	64322
2499	123595	64269
2500	123654	64224
2501	123700	64173
2502	123749	64124
2503	123802	64076
2504	123860	64031
2505	123914	63984
2506	123972	63939
2507	124017	63888
2508	124072	63841
2509	124121	63791
2510	124166	63740
2511	124218	63691
2512	124269	63643
2513	124331	63600
2514	124381	63550
2515	124427	63499
2516	124492	63457
2517	124536	63405
2518	124587	63357
2519	124642	63310
2520	124698	63264
2521	124751	63216
2522	124814	63173
2523	124865	63125
2524	124917	63077
2525	124966	63027
2526	125018	62979
2527	125073	62932
2528	125120	62882
2529	125173	62834
2530	125219	62783
2531	125269	62733
2532	125320	62685
2533	125366	62633
2534	125416	62584
2535	125471	62537
2536	125523	62489
2537	125571	62439
2538	125625	62392
2539	125679	62344
2540	125735	62298
2541	125796	62254
2542	125855	62210
2543	125909	62163
2544	125962	62114
2545	126009	62064
2546	126058	62014
2547	126106	61964
2548	126165	61919
2549	126210	61867
2550	126260	61818
2551	126317	61772
2552	126366	61723
2553	126410	61671
2554	126468	61625
2555	126522	61578
2556	126574	61529
2557	126635	61486
2558	126689	61438
2559	126735	61387
2560	126779	61335
2561	126830	61286
2562	126877	61235
2563	126926	61186
2564	126979	61138
2565	127028	61088
2566	127090	61045
2567	127139	60995
2568	127200	60951
2569	127249	60901
2570	127305	60854
2571	127361	60808
2572	127420	60763
2573	127476	60717
2574	127532	60670
2575	127580	60620
2576	127630	60571
2577	127683	60523
2578	127738	60476
2579	127789	60427
2580	127843	60380
2581	127894	60331
2582	127948	60283
2583	128006	60238
2584	128068	60194
2585	128122	60147
2586	128178	60100
2587	128228	60051
2588	128273	59999
2589	128328	59952
2590	128375	59901
2591	128427	59853
2592	128493	59811
2593	128544	59762
2594	128597	59714
2595	128660	59671
2596	128707	59620
2597	128761	59573
2598	128811	59523
2599	128863	59475
2600	128913	59426
2601	128973	59381
2602	129030	59335
2603	129076	59283
2604	129136	59239
2605	129190	59191
2606	129254	59148
2607	129304	59099
2608	129356	59050
2609	129406	59001
2610	129463	58955
2611	129518	58908
2612	129568	58858
2613	129619	58809
2614	129682	58766
2615	129741	58720
2616	129794	58672
2617	129842	58622
2618	129901	58577
2619	129960	58531
2620	130010	58482
2621	130064	58434
2622	130119	58387
2623	130172	58339
2624	130226	58291
2625	130286	58246
2626	130336	58197
2627	130447	58175
2628	130508	58130
2629	130565	58084
2630	130619	58036
2631	130672	57988
2632	130740	57946
2633	130790	57897
2634	130851	57852
2635	130906	57805
2636	130961	57758
2637	131020	57712
2638	131073	57664
2639	131121	57613
2640	131178	57567
2641	131243	57524
2642	131297	57476
2643	131343	57425
2644	131405	57381
2645	131456	57332
2646	131509	57283
2647	131566	57237
2648	131633	57195
2649	131687	57147
2650	131745	57101
2651	131805	57055
2652	131863	57010
2653	131915	56961
2654	131980	56918
2655	132038	56871
2656	132091	56823
2657	132142	56774
2658	132199	56728
2659	132262	56684
2660	132322	56638
2661	132382	56593
2662	132432	56543
2663	132494	56499
2664	132555	56454
2665	132610	56406
2666	132672	56362
2667	132733	56317
2668	132778	56265
2669	132841	56221
2670	132894	56172
2671	132950	56125
2672	133006	56078
2673	133065	56032
2674	133106	55979
2675	133175	55937
2676	133221	55886
2677	133276	55838
2678	133335	55792
2679	133383	55742
2680	133441	55695
2681	133487	55644
2682	133537	55594
2683	133590	55546
2684	133647	55499
2685	133709	55454
2686	133762	55406
2687	133819	55359
2688	133878	55313
2689	133939	55268
2690	133993	55220
2691	134041	55170
2692	134103	55125
2693	134156	55076
2694	134200	55024
2695	134258	54978
2696	134313	54930
2697	134368	54883
2698	134421	54834
2699	134476	54786
2700	134532	54739
2701	134587	54691
2702	134643	54644
2703	134699	54597
2704	134760	54552
2705	134817	54504
2706	134866	54454
2707	134923	54407
2708	134978	54359
2709	135036	54313
2710	135083	54262
2711	135151	54220
2712	135209	54173
2713	135264	54125
2714	135323	54079
2715	135383	54033
2716	135435	53984
2717	135496	53939
2718	135564	53896
2719	135624	53851
2720	135685	53805
2721	135748	53760
2722	135802	53712
2723	135855	53663
2724	135908	53615
2725	135955	53564
2726	136009	53516
2727	136067	53469
2728	136120	53420
2729	136173	53371
2730	136239	53328
2731	136289	53278
2732	136348	53232
2733	136407	53186
2734	136465	53139
2735	136520	53091
2736	136587	53048
2737	136644	53000
2738	136700	52953
2739	136749	52903
2740	136819	52860
2741	136873	52812
2742	136923	52762
2743	136983	52716
2744	137028	52664
2745	137093	52620
2746	137162	52578
2747	137216	52529
2748	137279	52484
2749	137341	52439
2750	137394	52390
2751	137445	52341
2752	137499	52292
2753	137557	52245
2754	137615	52199
2755	137689	52158
2756	137741	52108
2757	137815	52068
2758	137873	52021
2759	137922	51970
2760	137977	51922
2761	138033	51874
2762	138089	51827
2763	138140	51777
2764	138196	51730
2765	138253	51682
2766	138318	51638
2767	138376	51591
2768	138428	51542
2769	138489	51495
2770	138549	51449
2771	138597	51399
2772	138652	51350
2773	138705	51302
2774	138762	51254
2775	138813	51205
2776	138868	51156
2777	138927	51109
2778	138985	51062
2779	139047	51017
2780	139106	50970
2781	139166	50924
2782	139235	50881
2783	139293	50834
2784	139351	50787
2785	139407	50739
2786	139465	50692
2787	139520	50643
2788	139578	50596
2789	139629	50546
2790	139682	50497
2791	139737	50449
2792	139793	50401
2793	139851	50354
2794	139905	50306
2795	139962	50258
2796	140022	50211
2797	140082	50165
2798	140141	50118
2799	140198	50070
2800	140244	50019
2801	140303	49972
2802	140363	49925
2803	140418	49877
2804	140473	49829
2805	140523	49779
2806	140574	49729
2807	140632	49682
2808	140693	49636
2809	140749	49587
2810	140807	49540
2811	140859	49491
2812	140921	49445
2813	140971	49394
2814	141030	49348
2815	141078	49297
2816	141132	49248
2817	141186	49199
2818	141236	49149
2819	141294	49102
2820	141352	49054
2821	141407	49006
2822	141465	48959
2823	141523	48911
2824	141569	48860
2825	141610	48807
2826	141658	48756
2827	141721	48710
2828	141780	48663
2829	141836	48615
2830	141895	48568
2831	141960	48523
2832	142014	48474
2833	142076	48428
2834	142130	48379
2835	142185	48330
2836	142241	48283
2837	142301	48236
2838	142368	48191
2839	142417	48141
2840	142470	48091
2841	142540	48048
2842	142600	48001
2843	142647	47950
2844	142704	47902
2845	142754	47852
2846	142809	47803
2847	142864	47755
2848	142925	47708
2849	142993	47664
2850	143049	47616
2851	143108	47569
2852	143174	47524
2853	143229	47475
2854	143287	47428
2855	143371	47388
2856	143435	47343
2857	143501	47298
2858	143561	47251
2859	143618	47203
2860	143673	47154
2861	143728	47106
2862	143785	47058
2863	143844	47010
2864	143906	46964
2865	143955	46913
2866	144014	46866
2867	144067	46816
2868	144125	46769
2869	144179	46720
2870	144230	46670
2871	144285	46621
2872	144335	46571
2873	144397	46524
2874	144455	46476
2875	144519	46431
2876	144572	46381
2877	144618	46330
2878	144669	46280
2879	144729	46233
2880	144783	46183
2881	144847	46137
2882	144917	46094
2883	144978	46047
2884	145037	45999
2885	145100	45953
2886	145162	45906
2887	145225	45860
2888	145280	45811
2889	145334	45762
2890	145398	45716
2891	145459	45669
2892	145519	45622
2893	145578	45575
2894	145636	45527
2895	145695	45479
2896	145746	45429
2897	145799	45379
2898	145861	45333
2899	145930	45288
2900	145982	45239
2901	146050	45194
2902	146113	45147
2903	146170	45099
2904	146229	45051
2905	146299	45007
2906	146360	44960
2907	146425	44914
2908	146480	44865
2909	146545	44819
2910	146601	44771
2911	146658	44722
2912	146711	44673
2913	146773	44626
2914	146828	44577
2915	146876	44526
2916	146933	44478
2917	146987	44428
2918	147034	44377
2919	147105	44333
2920	147177	44289
2921	147244	44243
2922	147299	44194
2923	147359	44147
2924	147420	44100
2925	147475	44051
2926	147534	44003
2927	147587	43953
2928	147651	43907
2929	147706	43858
2930	147770	43811
2931	147831	43764
2932	147895	43718
2933	147949	43668
2934	148013	43622
2935	148069	43573
2936	148125	43524
2937	148188	43478
2938	148249	43430
2939	148302	43381
2940	148356	43331
2941	148414	43283
2942	148476	43236
2943	148539	43189
2944	148589	43138
2945	148649	43091
2946	148706	43042
2947	148764	42994
2948	148813	42943
2949	148879	42897
2950	148945	42851
2951	149017	42807
2952	149093	42764
2953	149179	42723
2954	149263	42682
2955	149327	42636
2956	149400	42592
2957	149471	42547
2958	149548	42504
2959	149618	42459
2960	149696	42416
2961	149766	42371
2962	149863	42334
2963	149934	42289
2964	149993	42240
2965	150059	42194
2966	150115	42145
2967	150176	42097
2968	150231	42048
2969	150285	41999
2970	150344	41950
2971	150396	41900
2972	150451	41851
2973	150502	41800
2974	150558	41751
2975	150618	41703
2976	150681	41656
2977	150740	41608
2978	150798	41559
2979	150856	41510
2980	150920	41463
2981	150965	41411
2982	151028	41364
2983	151097	41318
2984	151161	41271
2985	151217	41222
2986	151278	41174
2987	151344	41128
2988	151411	41082
2989	151463	41031
2990	151559	40993
2991	151635	40949
2992	151705	40904
2993	151764	40855
2994	151826	40808
2995	151881	40758
2996	151947	40711
2997	152005	40663
2998	152063	40614
2999	152123	40566
3000	152170	40514
3001	152217	40462
3002	152264	40411
3003	152318	40361
3004	152370	40311
3005	152422	40260
3006	152476	40210
3007	152531	40161
3008	152584	40111
3009	152640	40061
3010	152701	40013
3011	152752	39963
3012	152808	39913
3013	152852	39861
3014	152910	39812
3015	152960	39761
3016	153017	39712
3017	153076	39663
3018	153132	39614
3019	153193	39566
3020	153235	39513
3021	153293	39464
3022	153349	39415
3023	153415	39368
3024	153465	39317
3025	153519	39267
3026	153572	39217
3027	153623	39166
3028	153682	39118
3029	153731	39067
3030	153789	39018
3031	153841	38967
3032	153910	38921
3033	153970	38873
3034	154025	38823
3035	154077	38773
3036	154137	38724
3037	154186	38673
3038	154239	38623
3039	154292	38573
3040	154347	38523
3041	154394	38471
3042	154458	38424
3043	154517	38375
3044	154570	38325
3045	154628	38276
3046	154681	38226
3047	154743	38178
3048	154787	38125
3049	154840	38075
3050	154889	38024
3051	154954	37977
3052	154995	37923
3053	155059	37876
3054	155116	37827
3055	155169	37776
3056	155227	37727
3057	155283	37678
3058	155348	37631
3059	155410	37582
3060	155462	37532
3061	155522	37483
3062	155568	37431
3063	155627	37383
3064	155681	37333
3065	155738	37283
3066	155799	37235
3067	155855	37185
3068	155904	37134
3069	155971	37087
3070	156035	37040
3071	156090	36990
3072	156154	36942
3073	156203	36891
3074	156262	36842
3075	156313	36791
3076	156361	36740
3077	156412	36689
3078	156462	36638
3079	156524	36590
3080	156584	36541
3081	156639	36491
3082	156698	36442
3083	156752	36392
3084	156807	36342
3085	156862	36292
3086	156916	36242
3087	156972	36193
3088	157032	36144
3089	157087	36094
3090	157146	36045
3091	157197	35994
3092	157251	35944
3093	157296	35892
3094	157351	35842
3095	157396	35790
3096	157440	35738
3097	157496	35688
3098	157554	35639
3099	157607	35588
3100	157656	35537
3101	157722	35490
3102	157780	35440
3103	157834	35390
3104	157893	35341
3105	157941	35290
3106	157995	35239
3107	158044	35188
3108	158097	35138
3109	158151	35088
3110	158212	35039
3111	158271	34990
3112	158329	34941
3113	158388	34892
3114	158439	34841
3115	158493	34791
3116	158541	34739
3117	158589	34688
3118	158645	34638
3119	158703	34589
3120	158762	34540
3121	158828	34492
3122	158888	34443
3123	158949	34395
3124	159008	34345
3125	159066	34296
3126	159111	34244
3127	159169	34195
3128	159230	34146
3129	159287	34096
3130	159338	34045
3131	159390	33995
3132	159446	33945
3133	159498	33894
3134	159557	33845
3135	159610	33795
3136	159662	33744
3137	159715	33693
3138	159771	33644
3139	159824	33593
3140	159885	33544
3141	159937	33494
3142	159988	33443
3143	160042	33393
3144	160098	33343
3145	160148	33292
3146	160205	33242
3147	160261	33192
3148	160314	33142
3149	160373	33092
3150	160432	33043
3151	160486	32993
3152	160537	32942
3153	160587	32891
3154	160636	32840
3155	160676	32786
3156	160731	32736
3157	160787	32686
3158	160853	32639
3159	160916	32590
3160	160966	32539
3161	161034	32492
3162	161087	32441
3163	161144	32391
3164	161196	32341
3165	161257	32292
3166	161314	32242
3167	161366	32191
3168	161417	32140
3169	161472	32090
3170	161528	32040
3171	161585	31991
3172	161636	31940
3173	161687	31889
3174	161738	31838
3175	161797	31788
3176	161855	31739
3177	161906	31688
3178	161953	31636
3179	162012	31587
3180	162064	31536
3181	162122	31487
3182	162176	31436
3183	162231	31386
3184	162288	31336
3185	162344	31286
3186	162393	31235
3187	162440	31183
3188	162493	31133
3189	162542	31081
3190	162601	31032
3191	162661	30983
3192	162722	30934
3193	162772	30883
3194	162821	30831
3195	162876	30781
3196	162930	30730
3197	162994	30682
3198	163052	30632
3199	163100	30581
3200	163157	30531
3201	163215	30481
3202	163268	30431
3203	163326	30381
3204	163381	30331
3205	163432	30280
3206	163489	30230
3207	163550	30181
3208	163599	30130
3209	163652	30079
3210	163705	30028
3211	163764	29979
3212	163820	29929
3213	163877	29879
3214	163940	29830
3215	163999	29780
