iter	MedianAPE	Quantile:alpha=0.9
68	38.10849092	0.08017223209
69	37.65321014	0.07950437458
70	37.26159818	0.07876157938
71	36.82190554	0.0780917171
72	36.39050756	0.07743341656
73	36.01209481	0.07687034091
74	35.63193843	0.07628029724
75	35.28297255	0.07570635914
76	34.9495177	0.07518209894
77	34.55115071	0.07465840198
78	34.23195204	0.07409406901
79	33.86538511	0.073523864
80	33.5408248	0.0729743904
81	33.2054406	0.07247912477
82	32.8873007	0.07198068322
83	32.61437469	0.071525941
84	32.30681938	0.07107819982
85	32.02668292	0.07055636241
86	31.69221328	0.07005000854
87	31.42081655	0.06956246806
88	31.10611219	0.06910032614
89	30.89546713	0.06856976424
90	30.62819035	0.0682214787
91	30.34399773	0.06780511969
92	30.08781677	0.06744117331
93	29.79353622	0.06704236457
94	29.54464764	0.06668885866
95	29.31351498	0.06630074342
96	29.12052577	0.06586405113
97	28.88288411	0.06553413995
98	28.67029109	0.06518249738
99	28.48013223	0.06476630742
100	28.26774665	0.06441844642
101	28.06220568	0.06411488868
102	27.84093081	0.06379168818
103	27.66231589	0.06351357768
104	27.44348581	0.0631454892
105	27.24559979	0.06280596505
106	27.08218689	0.06246804049
107	26.88129747	0.06220151896
108	26.69164526	0.06196811621
109	26.50272753	0.0616703615
110	26.32794331	0.06140513455
111	26.17821324	0.06112017893
112	26.02766428	0.06087036311
113	25.85790945	0.06058389813
114	25.6944527	0.06030554612
115	25.56345419	0.06008188232
116	25.39643497	0.05982761084
117	25.28034456	0.05960695002
118	25.12838348	0.0593601387
119	24.99456847	0.05910872141
120	24.85890253	0.05894509912
121	24.71217368	0.05872016527
122	24.56458518	0.05851585896
123	24.44519252	0.05828419252
124	24.30431452	0.05806684732
125	24.18685435	0.05784634088
126	24.07069568	0.05761878261
127	23.93283315	0.05742308738
128	23.81873904	0.05728477709
129	23.70172365	0.05713096285
130	23.61309521	0.05697593962
131	23.49877107	0.05679485917
132	23.40628775	0.05658700775
133	23.28799563	0.05643669502
134	23.17309693	0.05625181623
135	23.09153799	0.05614363001
136	22.99916303	0.05594725201
137	22.9018443	0.05580495212
138	22.82115567	0.05568234895
139	22.72542647	0.05548221126
140	22.63267804	0.05529784215
141	22.5532471	0.05513040619
142	22.46638585	0.05499372586
143	22.34855253	0.05481529719
144	22.26404547	0.05467689088
145	22.16563613	0.05450503197
146	22.06974643	0.05437687082
147	21.9855993	0.05423916751
148	21.87692407	0.05403666068
149	21.78615246	0.05392908458
150	21.70413849	0.05376570467
151	21.63367518	0.05366181931
152	21.54268602	0.05349791049
153	21.47196749	0.05338463002
154	21.40387569	0.05325653073
155	21.34472569	0.05314570144
156	21.27564669	0.05305401276
157	21.22125325	0.05292494583
158	21.17204884	0.05285200876
159	21.08684734	0.05275095
160	21.02770905	0.05263382299
161	20.96486011	0.05254074725
162	20.90346603	0.05244204501
163	20.81471221	0.05234625902
164	20.75831616	0.05220905859
165	20.69847294	0.05210905662
166	20.6375766	0.05203062095
167	20.57673382	0.05190915526
168	20.49039309	0.05180048517
169	20.44417641	0.051702182
170	20.39036321	0.05158070238
171	20.34413623	0.05148627734
172	20.26850281	0.05135155152
173	20.22441402	0.051251985
174	20.15964637	0.05112641696
175	20.10893002	0.05100499643
176	20.06903729	0.05094349978
177	20.02589962	0.05088313768
178	19.96214263	0.05079608884
179	19.92052428	0.0506824012
180	19.86968335	0.05061327396
181	19.82223641	0.05047008432
182	19.78351714	0.05039757331
183	19.74158522	0.05032099969
184	19.69434801	0.05020453018
185	19.64257297	0.05008891391
186	19.61286249	0.05002464105
187	19.55565848	0.04996101205
188	19.50772892	0.04985480435
189	19.46764445	0.04976295349
190	19.43289329	0.0496584481
191	19.37985686	0.04959318606
192	19.33959138	0.04951679083
193	19.29900143	0.04941756279
194	19.26415096	0.04935671706
195	19.22359839	0.04928912333
196	19.18459225	0.04921767602
197	19.16473017	0.04914245704
198	19.13057706	0.04909593996
199	19.10344339	0.04897787124
200	19.06733287	0.04890098171
201	19.02749852	0.04882830509
202	18.98483407	0.04875235756
203	18.95104886	0.04866193087
204	18.9160196	0.04859301023
205	18.87630181	0.04850139065
206	18.8445142	0.04843262509
207	18.80809412	0.04838740134
208	18.78263707	0.04831369486
209	18.76481906	0.04829975827
210	18.74186072	0.04825547395
211	18.71576242	0.0481989914
212	18.69756557	0.04816519644
213	18.67661822	0.04811092496
214	18.63962394	0.04803043864
215	18.61366007	0.04797822207
216	18.57734324	0.04791132489
217	18.54687775	0.04783740528
218	18.51335882	0.04779583189
219	18.47949298	0.04773649889
220	18.45352453	0.04770639681
221	18.40879372	0.04765853052
222	18.37357389	0.04758940628
223	18.32557306	0.04751093455
224	18.28520646	0.04745222781
225	18.26241105	0.04741351189
226	18.23868784	0.04736368677
227	18.20723582	0.04731210159
228	18.18372621	0.04726032479
229	18.15967604	0.04719149523
230	18.13048219	0.047153385
231	18.10827533	0.04711214659
232	18.08176831	0.04705571644
233	18.05475604	0.04701720066
234	18.04022457	0.04696082738
235	18.00999332	0.04690017124
236	17.97894611	0.04683802683
237	17.94847202	0.04680496516
238	17.93327932	0.04676997979
239	17.90100097	0.04672132804
240	17.8840979	0.04668396649
241	17.84822807	0.04662691324
242	17.83631411	0.04658645599
243	17.8093822	0.04653258946
244	17.78307837	0.04648679984
245	17.76509072	0.04645638088
246	17.73182749	0.04640033239
247	17.71593792	0.04634373391
248	17.68869954	0.04630473317
249	17.65076273	0.04625659383
250	17.63161384	0.04620468937
251	17.60829748	0.04617014893
252	17.57620548	0.04612511604
253	17.55376388	0.04607509052
254	17.55012643	0.04603329553
255	17.52044694	0.04598290512
256	17.50102107	0.04594032267
257	17.46680898	0.04588258422
258	17.44636832	0.04584893299
259	17.43709352	0.04582168704
260	17.41493203	0.04577749667
261	17.38906366	0.04574226946
262	17.35296425	0.04568400523
263	17.3357784	0.04565977206
264	17.3108377	0.04562041256
265	17.30094331	0.04558103073
266	17.2776022	0.04552689656
267	17.25268969	0.04546701406
268	17.23125242	0.04542394129
269	17.21849299	0.04538977372
270	17.20510626	0.04535625623
271	17.18538407	0.04532029207
272	17.17243617	0.04527615513
273	17.15575514	0.04524059229
274	17.1426977	0.04521290338
275	17.12559217	0.04518142494
276	17.10824029	0.04515305954
277	17.08272393	0.04510685186
278	17.07405735	0.04507661093
279	17.060925	0.04504090834
280	17.03785161	0.04500598645
281	17.01267178	0.04496424513
282	17.00242206	0.04492811829
283	16.99122173	0.04489165919
284	16.96831735	0.04484586554
285	16.96732808	0.04479783975
286	16.94742557	0.04476913383
287	16.92781284	0.04472902966
288	16.89999403	0.04469220633
289	16.89665742	0.04466924979
290	16.87374165	0.04464340905
291	16.86109616	0.04459873056
292	16.84363037	0.04455416816
293	16.82982443	0.04451117338
294	16.79942704	0.0444585292
295	16.77661998	0.04441134922
296	16.75843789	0.04438060397
297	16.74334057	0.04434390492
298	16.72585939	0.04428901993
299	16.71468438	0.04425528283
300	16.70403869	0.04422135039
301	16.67923305	0.0441761972
302	16.66351962	0.04414312357
303	16.65154436	0.04410466257
304	16.63532502	0.04406796387
305	16.62840262	0.044023441
306	16.61147597	0.04398966134
307	16.59903828	0.04393874772
308	16.58246453	0.04392330396
309	16.5679325	0.04389564624
310	16.54741943	0.04384544118
311	16.54225108	0.04381463901
312	16.53249901	0.04379517907
313	16.51949988	0.04377058046
314	16.50778688	0.04374442189
315	16.49009755	0.04371255263
316	16.46444309	0.04368334692
317	16.45152056	0.04366615155
318	16.44172415	0.04364579602
319	16.42150901	0.04362140596
320	16.41439839	0.04358005466
321	16.39952481	0.04354303289
322	16.38077061	0.04350817076
323	16.36615573	0.04348992356
324	16.361595	0.04348466326
325	16.34741366	0.04346066018
326	16.33020282	0.04341926313
327	16.32438877	0.04338085824
328	16.30419655	0.04335548868
329	16.28671258	0.04332455748
330	16.27845998	0.04329196335
331	16.26456084	0.04325345635
332	16.25594356	0.04324295768
333	16.23638563	0.04319930122
334	16.22648204	0.04317281971
335	16.21460165	0.04311341514
336	16.19774711	0.04306184754
337	16.19685415	0.04304096416
338	16.18185302	0.04301874142
339	16.17419579	0.0429508242
340	16.15117339	0.04290708321
341	16.1272044	0.04286624201
342	16.11082863	0.04284219607
343	16.09411722	0.042816719
344	16.08520378	0.04279637659
345	16.06543422	0.04277530298
346	16.05474243	0.04274609968
347	16.04465559	0.04271252441
348	16.03055575	0.04268487138
349	16.02003049	0.04266594125
350	16.01848058	0.04263736231
351	16.00153501	0.04260128153
352	15.99097802	0.04257590931
353	15.98619818	0.04255286389
354	15.9740552	0.04251031653
355	15.96859707	0.04248329776
356	15.95362031	0.04246216118
357	15.94198054	0.04244058288
358	15.92174659	0.04241466432
359	15.91457381	0.04238958652
360	15.89729644	0.0423585139
361	15.89277391	0.04231965931
362	15.87403844	0.04228990965
363	15.86467155	0.04223909822
364	15.84720957	0.04222394398
365	15.82737732	0.04218480231
366	15.8125637	0.04214541584
367	15.80650674	0.04212072644
368	15.79606839	0.04210777043
369	15.79024628	0.04208360181
370	15.77855761	0.04204721231
371	15.76851644	0.04200172441
372	15.74853416	0.04197701285
373	15.73955003	0.04195060197
374	15.72887581	0.04190623182
375	15.72843832	0.04188031094
376	15.71583063	0.0418541143
377	15.71258572	0.04183689267
378	15.68771588	0.04179212032
379	15.67676516	0.04175971692
380	15.66596779	0.04174601724
381	15.65383201	0.04171435286
382	15.64657285	0.04167573
383	15.62115035	0.04164193786
384	15.61789049	0.04159822679
385	15.6113129	0.04157008036
386	15.60377154	0.0415514087
387	15.59523097	0.0415152452
388	15.58293497	0.04150335784
389	15.5644768	0.04147507734
390	15.55193323	0.04145547737
391	15.54221682	0.04144270942
392	15.52489593	0.04140750428
393	15.51457192	0.04138063575
394	15.5015557	0.04133028287
395	15.49161067	0.04130151774
396	15.48184224	0.04127663308
397	15.4674386	0.04123903969
398	15.46141945	0.04122624248
399	15.44665721	0.04121011256
400	15.44338667	0.041199818
401	15.43398643	0.04116215311
402	15.4207505	0.04113155006
403	15.41379551	0.04110670561
404	15.39372219	0.04109095413
405	15.38171927	0.04106472733
406	15.36712409	0.04104110941
407	15.35303306	0.04101935809
408	15.34114352	0.04099403314
409	15.3313349	0.04096025964
410	15.3175071	0.04092358488
411	15.31120551	0.04091388691
412	15.29803012	0.04087940567
413	15.2927258	0.04086505142
414	15.28750997	0.04084133123
415	15.27810643	0.04079981263
416	15.26823501	0.04077445953
417	15.26060594	0.04075704862
418	15.25363607	0.04073461589
419	15.24393897	0.04070434779
420	15.22917771	0.04068450841
421	15.22104473	0.04066829858
422	15.21345565	0.04064920071
423	15.19395494	0.04062222211
424	15.19156106	0.04060820059
425	15.1827423	0.04058984412
426	15.17184256	0.04057501105
427	15.15955469	0.04056171795
428	15.15501666	0.0405535994
429	15.13919759	0.04053495017
430	15.1263729	0.04052082487
431	15.11978188	0.04049042018
432	15.10329872	0.04046328375
433	15.09250422	0.04041414058
434	15.08469809	0.0403988702
435	15.07880973	0.04038014883
436	15.0733355	0.04035140867
437	15.06473919	0.04032193498
438	15.05473169	0.04028894017
439	15.03776287	0.04024795082
440	15.03589056	0.04023283314
441	15.0203399	0.04019786496
442	15.01198186	0.04017403168
443	14.99770251	0.04014672477
444	14.99398065	0.0401383735
445	14.98878644	0.04011965033
446	14.97714025	0.04010073552
447	14.97152077	0.0400661241
448	14.96809068	0.04005229706
449	14.95730344	0.04003467383
450	14.95352836	0.04001070067
451	14.93366189	0.03999157585
452	14.92798977	0.0399800633
453	14.91427412	0.03995189479
454	14.90053802	0.03992882506
455	14.89099212	0.03989791739
456	14.8782632	0.03987262421
457	14.87565474	0.03986049643
458	14.86381083	0.03981779137
459	14.84990853	0.03980202481
460	14.84258604	0.03977540397
461	14.83393498	0.03972267428
462	14.82641809	0.03971258671
463	14.82011479	0.03969625505
464	14.81572282	0.03968411364
465	14.80915206	0.03967422714
466	14.79484705	0.03965532451
467	14.78824782	0.03964162463
468	14.78194848	0.03963166354
469	14.77565787	0.03961367728
470	14.76859302	0.03959018494
471	14.76995245	0.03957837937
472	14.76182604	0.03956026756
473	14.7506235	0.03952839529
474	14.74132521	0.03950206701
475	14.73154192	0.03948052488
476	14.7238001	0.03946110872
477	14.72141461	0.03944218439
478	14.71717685	0.03943050216
479	14.71387295	0.03941287974
480	14.7064941	0.03939970387
481	14.70196755	0.03938593046
482	14.69920877	0.03937090673
483	14.696053	0.03936072369
484	14.68906666	0.03934088198
485	14.68014263	0.0393303957
486	14.66434528	0.03930344737
487	14.66499852	0.0392883483
488	14.65366717	0.03927380453
489	14.64751012	0.03926420505
490	14.6362716	0.0392540922
491	14.627504	0.03923362902
492	14.61986362	0.03921561693
493	14.61214418	0.03920300581
494	14.60189285	0.03919019872
495	14.59732601	0.03917140106
496	14.59024596	0.03913748
497	14.5834869	0.03911686763
498	14.56823913	0.03908870401
499	14.55869381	0.03906354789
500	14.54280732	0.0390364201
501	14.54160573	0.03902956336
502	14.53152749	0.03900955413
503	14.52043267	0.03898659674
504	14.51381807	0.03894129082
505	14.50614697	0.03892576974
506	14.49808533	0.03891160966
507	14.48570855	0.03889346301
508	14.47961687	0.0388343023
509	14.47234668	0.03881651067
510	14.4598277	0.03879667588
511	14.45763309	0.03878031453
512	14.45413402	0.03877371225
513	14.44772072	0.03876092794
514	14.44181993	0.03874863465
515	14.43494001	0.03873638594
516	14.43076229	0.03872417301
517	14.42290368	0.03870107689
518	14.41223375	0.03867374327
519	14.40918439	0.03866026406
520	14.39652091	0.03864210055
521	14.40041069	0.03862914044
522	14.38705576	0.03860818814
523	14.38460956	0.03859791594
524	14.37222076	0.03858277958
525	14.36397035	0.03854990693
526	14.36264424	0.03854212055
527	14.35763401	0.03853057976
528	14.34490965	0.03850976114
529	14.33760383	0.03848510623
530	14.33531015	0.03847402395
531	14.32259796	0.03845941087
532	14.31307598	0.03844124244
533	14.30998115	0.03842910677
534	14.30024643	0.03841751491
535	14.29590649	0.03840265828
536	14.28320588	0.03837882197
537	14.27143408	0.03834689923
538	14.26719749	0.0383292297
539	14.26009051	0.03831423571
540	14.25820667	0.03830989072
541	14.24728816	0.03829098518
542	14.24208089	0.03827797448
543	14.23651525	0.038269145
544	14.23251919	0.03825758051
545	14.23601072	0.03823661371
546	14.22211289	0.03821889431
547	14.21135758	0.03819642218
548	14.20695127	0.03818089736
549	14.2026088	0.03816849618
550	14.19326599	0.03815951362
551	14.18950781	0.03813885595
552	14.18636292	0.03813428136
553	14.18100139	0.03812182282
554	14.17673924	0.03811098941
555	14.17328583	0.03809446602
556	14.17010581	0.03808664632
557	14.16310482	0.03806398846
558	14.15984522	0.03804615519
559	14.15479566	0.03802849288
560	14.14501657	0.03800939024
561	14.13308287	0.03799244529
562	14.12850306	0.03798104491
563	14.1247373	0.03797298709
564	14.12112806	0.03796473928
565	14.11602644	0.03795242147
566	14.11157027	0.03790929948
567	14.10309704	0.03789357928
568	14.09801812	0.03788418084
569	14.09122354	0.03787053994
570	14.09046236	0.03785593181
571	14.08646451	0.03783419795
572	14.081118	0.03780461994
573	14.07610548	0.03777862533
574	14.06861928	0.03776445084
575	14.06309857	0.03775130739
576	14.05663353	0.03771332886
577	14.04881992	0.03769768325
578	14.04194525	0.03768854131
579	14.033314	0.03768125473
580	14.02278995	0.03765958412
581	14.0210258	0.03764724135
582	14.0164019	0.03763693505
583	14.00806217	0.03762326157
584	14.0039688	0.03761539963
585	13.99929124	0.03759814409
586	13.99303433	0.03757826324
587	13.97965784	0.03755807064
588	13.97858145	0.03755387925
589	13.97708878	0.03754458196
590	13.96742407	0.03752584261
591	13.95962445	0.03751491891
592	13.95675262	0.03748925056
593	13.95214103	0.03747141492
594	13.94808764	0.03744897156
595	13.93355973	0.03741268243
596	13.92456285	0.03740359014
597	13.9169512	0.03738662251
598	13.91210083	0.0373773934
599	13.91194547	0.03736636555
600	13.90439626	0.03736047934
601	13.8991371	0.03734958128
602	13.89560614	0.03733128284
603	13.89518087	0.03732658813
604	13.88394574	0.0373156119
605	13.88030258	0.03729493121
606	13.87541237	0.03728702657
607	13.87472732	0.03728421255
608	13.85969592	0.03725177909
609	13.8565521	0.03724245743
610	13.84946957	0.03722883946
611	13.84680583	0.03722292166
612	13.8414042	0.03719210176
613	13.84157487	0.0371876967
614	13.83674997	0.03717317123
615	13.83245058	0.0371521452
616	13.82977813	0.03714500013
617	13.82260323	0.03713759997
618	13.81851041	0.03712785033
619	13.81028199	0.03711973033
620	13.80978868	0.03711116225
621	13.80654193	0.03710432262
622	13.80482043	0.03710061905
623	13.79697103	0.03705685205
624	13.79216174	0.03704629884
625	13.78842618	0.0370298315
626	13.78589493	0.03702612511
627	13.77867669	0.03701248798
628	13.77366762	0.0370041122
629	13.765351	0.03699365391
630	13.76407125	0.03698344906
631	13.75910362	0.03697496206
632	13.75257547	0.03697044843
633	13.75152488	0.03695958345
634	13.74044768	0.0369441348
635	13.73836007	0.03693037061
636	13.73150875	0.0369229782
637	13.72809909	0.03690813831
638	13.72308698	0.03689238875
639	13.71386702	0.03688678073
640	13.70957371	0.0368795216
641	13.70634706	0.03687188707
642	13.70187717	0.03686322165
643	13.70134451	0.03685611408
644	13.6914922	0.03684063736
645	13.68717059	0.03683474962
646	13.68866872	0.03681937945
647	13.68522993	0.03681030439
648	13.6798712	0.03678419834
649	13.67553351	0.03677777913
650	13.66934312	0.03677012751
651	13.65815889	0.03675712268
652	13.65766344	0.03674872101
653	13.64997377	0.03673773537
654	13.64255317	0.03673105109
655	13.64323158	0.03672445807
656	13.63997138	0.03671288807
657	13.6378901	0.03670647339
658	13.63568633	0.0366900163
659	13.63536022	0.03668650885
660	13.62821484	0.03668150231
661	13.6241367	0.03666950275
662	13.62123456	0.03666187417
663	13.61814459	0.03663649581
664	13.61121266	0.03662869502
665	13.60752804	0.0366243022
666	13.60380462	0.03661539024
667	13.60145915	0.03660257637
668	13.59635907	0.0365962286
669	13.59244415	0.03658643173
670	13.59090447	0.03656599513
671	13.58905803	0.03655864127
672	13.58363264	0.03654808006
673	13.57809638	0.03653527098
674	13.5754847	0.0365251642
675	13.57697022	0.03651940011
676	13.5725397	0.03650441474
677	13.56461483	0.0364958469
678	13.56331228	0.03648550605
679	13.5649514	0.03646490444
680	13.56289502	0.03645774388
681	13.55993976	0.03645086938
682	13.554325	0.03642936366
683	13.55180365	0.03641912248
684	13.54882603	0.03641442622
685	13.54868922	0.03640589035
686	13.54463263	0.03639407143
687	13.53164601	0.03638448907
688	13.52669734	0.03637240937
689	13.52434144	0.03635816543
690	13.52393125	0.03635646711
691	13.52130265	0.03633877186
692	13.51546536	0.03633343931
693	13.51288902	0.03631847642
694	13.5108491	0.03631178299
695	13.5074138	0.03630685861
696	13.5016672	0.03629905992
697	13.50212269	0.03629393233
698	13.49801987	0.03628898957
699	13.49094501	0.03628526588
700	13.48328595	0.03627793713
701	13.48288207	0.03627130788
702	13.47662426	0.03626692126
703	13.47772336	0.03625736156
704	13.4710955	0.03625131725
705	13.46682394	0.03624122892
706	13.46286757	0.03622362063
707	13.45304101	0.03620623378
708	13.45314461	0.0361992776
709	13.44879236	0.03619408471
710	13.44360856	0.0361892732
711	13.44743208	0.03618216093
712	13.44628472	0.03617187705
713	13.44628407	0.03616860118
714	13.44530765	0.03616304555
715	13.43908122	0.03614637354
716	13.43616681	0.03613859662
717	13.4225228	0.03612844569
718	13.42132011	0.0361247736
719	13.41930936	0.03611664427
720	13.41959321	0.03610943347
721	13.41715682	0.03610525897
722	13.41605384	0.03609841133
723	13.41032955	0.0360925793
724	13.40874923	0.03608981978
725	13.40143069	0.03608167304
726	13.39827576	0.03607015472
727	13.39181759	0.03604943579
728	13.39292565	0.03603991739
729	13.3892588	0.03603054921
730	13.39222977	0.03601610451
731	13.3800633	0.03599185384
732	13.37685726	0.0359851366
733	13.37660735	0.03598216386
734	13.37309887	0.03597008403
735	13.36669926	0.0359508552
736	13.36451407	0.03594527798
737	13.36054877	0.03593164482
738	13.35796749	0.03592403104
739	13.35815087	0.03591451115
740	13.34786484	0.0359015695
741	13.34141979	0.03589517991
742	13.34555321	0.03588548063
743	13.33630479	0.03587210883
744	13.33466774	0.03586423851
745	13.33352782	0.03585908311
746	13.33127348	0.0358482417
747	13.32583972	0.03582532144
748	13.32202653	0.03581963368
749	13.32168095	0.0358155965
750	13.31803113	0.0357950276
751	13.30764783	0.03578456573
752	13.30645131	0.03577573212
753	13.30848919	0.03575720936
754	13.30608213	0.03575408283
755	13.30506423	0.03574292593
756	13.2933013	0.03572635655
757	13.28880807	0.03571781686
758	13.28467969	0.03571365355
759	13.28377853	0.03570920075
760	13.28579332	0.03569773286
761	13.27980082	0.0356922218
762	13.27488599	0.03568817421
763	13.27542262	0.03568231477
764	13.27340424	0.03567393778
765	13.26866479	0.03565426204
766	13.2651966	0.03564995828
767	13.26112074	0.03564509128
768	13.2528095	0.03563466951
769	13.25445044	0.03562459986
770	13.24367084	0.03560902086
771	13.24194647	0.03560461845
772	13.23739431	0.03559874364
773	13.2341346	0.03559374642
774	13.2361428	0.0355845616
775	13.23198686	0.0355768878
776	13.22700135	0.03556602297
777	13.2230834	0.03556153038
778	13.21841817	0.03555395127
779	13.21634416	0.03554990445
780	13.21012499	0.0355359832
781	13.20757398	0.03552853271
782	13.20323718	0.03551778587
783	13.20303172	0.03551364174
784	13.19881072	0.0355033792
785	13.19671824	0.03549586783
786	13.19215246	0.0354881361
787	13.19319439	0.0354845981
788	13.18916803	0.03547819857
789	13.18202956	0.03545893857
790	13.1778212	0.03545069882
791	13.17070546	0.03544234733
792	13.16956046	0.03543863097
793	13.16754053	0.03543472701
794	13.15797957	0.03541373256
795	13.15620987	0.03540926571
796	13.15242985	0.03540107399
797	13.14636731	0.03539509191
798	13.14202118	0.035387742
799	13.14149926	0.0353719703
800	13.13718186	0.03536123673
801	13.13266844	0.03534695504
802	13.12939296	0.03533789029
803	13.12529012	0.03533383849
804	13.1243992	0.03533006712
805	13.12193608	0.03532105382
806	13.12056513	0.03531587046
807	13.11967088	0.03530878571
808	13.11620874	0.03529240845
809	13.1099463	0.03528182854
810	13.10883019	0.0352776137
811	13.10491748	0.03526846547
812	13.10415147	0.03526341072
813	13.09834419	0.03525396186
814	13.09803161	0.03525141185
815	13.09402786	0.03524344667
816	13.09072443	0.03523829564
817	13.08908834	0.03523452809
818	13.08698788	0.03522948938
819	13.08387875	0.03522554221
820	13.08095784	0.03521030468
821	13.08101662	0.03520815393
822	13.0772776	0.03520124931
823	13.07644679	0.03519372847
824	13.06828687	0.03518575453
825	13.0683689	0.03516897743
826	13.06457937	0.03515740685
827	13.06147298	0.03515058453
828	13.05876334	0.03514519229
829	13.0552776	0.03513818853
830	13.05311489	0.03513523769
831	13.04786734	0.03512223968
832	13.04396664	0.03511700217
833	13.04039461	0.03511237481
834	13.04544148	0.03510882625
835	13.04166642	0.03510404953
836	13.04101883	0.03509313779
837	13.03839343	0.03508329415
838	13.03248081	0.03507228433
839	13.03247209	0.03505900569
840	13.03155975	0.03505022079
841	13.0280182	0.03504888477
842	13.02467608	0.03504474591
843	13.02585499	0.03503838722
844	13.01916128	0.03503347224
845	13.01719078	0.0350299297
846	13.01208109	0.03502795735
847	13.01247108	0.03502174436
848	13.01232743	0.0350164277
849	13.011355	0.03501405203
850	13.00977385	0.03501029284
851	13.0061506	0.03499825299
852	13.00746788	0.03499215059
853	13.00374722	0.03498759436
854	13.0017578	0.03497743245
855	12.99868321	0.03497180249
856	12.99742868	0.03496560411
857	12.99696958	0.03496163959
858	12.99768866	0.03495102966
859	12.98921662	0.03494573895
860	12.98691941	0.0349372293
861	12.97424843	0.03492064653
862	12.97369904	0.03491478642
863	12.96373915	0.03490677472
864	12.96123479	0.03490166501
865	12.95803029	0.03489961801
866	12.95502247	0.03489037793
867	12.95430235	0.03488349172
868	12.94985116	0.0348788793
869	12.95170693	0.0348731244
870	12.94980033	0.03487070959
871	12.94624389	0.0348605436
872	12.94151569	0.03485523409
873	12.9381092	0.03484547308
874	12.93587127	0.03483290003
875	12.9336788	0.0348268856
876	12.93097238	0.03482353364
877	12.93073817	0.03481837988
878	12.92982887	0.03481560877
879	12.93033657	0.03481105808
880	12.92903252	0.03480659396
881	12.92650761	0.03480131558
882	12.92780158	0.03479641142
883	12.92250833	0.03478942157
884	12.91776778	0.03478524943
885	12.91775601	0.03477835717
886	12.9097801	0.03477515201
887	12.91359708	0.03476889194
888	12.91183755	0.03476567158
889	12.90199325	0.03476030773
890	12.90132972	0.03475675525
891	12.89992511	0.03474993691
892	12.90099523	0.03474425593
893	12.89671697	0.03473935656
894	12.89653903	0.03473427514
895	12.89603449	0.03473134096
896	12.89421687	0.03472254225
897	12.88978095	0.03471915421
898	12.88987227	0.0347165756
899	12.88495146	0.03471220497
900	12.88163845	0.03470886134
901	12.87712858	0.0347021728
902	12.87465998	0.0346965281
903	12.87316809	0.03468964058
904	12.87087707	0.03468781262
905	12.86941393	0.03468478033
906	12.86427502	0.03468025977
907	12.86422258	0.03467691839
908	12.86382754	0.03466873908
909	12.86318158	0.03466508651
910	12.85949545	0.0346588741
911	12.85934259	0.03465418414
912	12.85414171	0.03464894023
913	12.85106771	0.03464535724
914	12.8493269	0.03464190295
915	12.84508713	0.03463799417
916	12.84604999	0.0346348373
917	12.844293	0.03462988358
918	12.8429209	0.03462264197
919	12.8480366	0.03461918902
920	12.84383959	0.0346130573
921	12.83848558	0.03461087811
922	12.83492113	0.03460449645
923	12.83349847	0.03460050096
924	12.82713407	0.03459342882
925	12.82152455	0.03458798954
926	12.8185086	0.03458513974
927	12.82034623	0.03457766517
928	12.81655366	0.03457664207
929	12.81408036	0.03456954487
930	12.81093038	0.03456428644
931	12.81465766	0.0345579042
